城市,年份,国内旅游收入（亿元）,,,,,,
遂宁市,2017,385.19,,,,,,
遂宁市,2018,467.21,,,,,,
遂宁市,2019,563.17,,,,,,
遂宁市,2020,501.22,,,,,,
遂宁市,2021,,,,,,,
遂宁市,2022,,,,,,,
遂宁市,2023,,,,,,,
雅安市,2000,,,,,,,
雅安市,2001,,,,,,,
雅安市,2002,4.6,,,,,,
雅安市,2003,5.1,,,,,,
雅安市,2004,7.3,,,,,,
雅安市,2005,12.28,,,,,,
雅安市,2006,18.5,,,,,,
雅安市,2007,24.79,,,,,,
雅安市,2008,32.69,,,,,,
雅安市,2009,39.77,,,,,,
雅安市,2010,50.4,,,,,,
雅安市,2011,63.49,,,,,,
雅安市,2012,79.22,,,,,,
雅安市,2013,70.48,,,,,,
雅安市,2014,108.6,,,,,,
雅安市,2015,152.33,,,,,,
雅安市,2016,207.9,,,,,,
雅安市,2017,255.05,,,,,,
雅安市,2018,320.42,,,,,,
雅安市,2019,391.97,,,,,,
雅安市,2020,342.08,,,,,,
雅安市,2021,,,,,,,
雅安市,2022,,,,,,,
雅安市,2023,,,,,,,
天津市,2000,297.33,,,,,,
天津市,2001,336.58,,,,,,
天津市,2002,390.02,,,,,,
天津市,2003,395.02,,,,,,
天津市,2004,485.14,,,,,,
天津市,2005,541.98,,,,,,
天津市,2006,,,,,,,
天津市,2007,685.92,,,,,,
天津市,2008,810.71,,,,,,
天津市,2009,950.4,,,,,,
天津市,2010,1151.9,,,,,,
天津市,2011,1384.65,,,,,,
天津市,2012,,,,,,,
天津市,2013,,,,,,,
天津市,2014,2244.94,,,,,,
天津市,2015,2521.28,,,,,,
天津市,2016,,,,,,,
天津市,2017,3292.13,,,,,,
天津市,2018,3840.89,,,,,,
天津市,2019,4235.22,,,,,,
天津市,2020,1331.42,,,,,,
天津市,2021,1968.81,,,,,,
天津市,2022,773.06,,,,,,
天津市,2023,2215.41,,,,,,
中卫市,2000,,,,,,,
中卫市,2001,,,,,,,
中卫市,2002,,,,,,,
中卫市,2003,,,,,,,
中卫市,2004,0.26,,,,,,
中卫市,2005,,,,,,,
中卫市,2006,,,,,,,
中卫市,2007,5.394,,,,,,
中卫市,2008,6.65,,,,,,
中卫市,2009,8.6,,,,,,
中卫市,2010,10,,,,,,
中卫市,2011,12.2,,,,,,
中卫市,2012,14.4,,,,,,
中卫市,2013,17.98,,,,,,
中卫市,2014,,,,,,,
中卫市,2015,,,,,,,
中卫市,2016,,,,,,,
中卫市,2017,37.85,,,,,,
中卫市,2018,,,,,,,
中卫市,2019,,,,,,,
中卫市,2020,,,,,,,
中卫市,2021,,,,,,,
中卫市,2022,,,,,,,
中卫市,2023,,,,,,,
吴忠市,2000,,,,,,,
吴忠市,2001,,,,,,,
吴忠市,2002,0.188,,,,,,
吴忠市,2003,0.63,,,,,,
吴忠市,2004,0.63,,,,,,
吴忠市,2005,,,,,,,
吴忠市,2006,,,,,,,
吴忠市,2007,3.5732,,,,,,
吴忠市,2008,4.6,,,,,,
吴忠市,2009,,,,,,,
吴忠市,2010,7.9,,,,,,
吴忠市,2011,9.11,,,,,,
吴忠市,2012,10.75,,,,,,
吴忠市,2013,12.77,,,,,,
吴忠市,2014,13.8,,,,,,
吴忠市,2015,15.1,,,,,,
吴忠市,2016,20.1,,,,,,
吴忠市,2017,33.1731,,,,,,
吴忠市,2018,,,,,,,
吴忠市,2019,,,,,,,
吴忠市,2020,,,,,,,
吴忠市,2021,,,,,,,
吴忠市,2022,49.69,,,,,,
吴忠市,2023,,,,,,,
固原市,2000,,,,,,,
固原市,2001,,,,,,,
固原市,2002,0.01,,,,,,
固原市,2003,0.56,,,,,,
固原市,2004,0.18,,,,,,
固原市,2005,,,,,,,
固原市,2006,,,,,,,
固原市,2007,2.62,,,,,,
固原市,2008,2.78,,,,,,
固原市,2009,3.9,,,,,,
固原市,2010,5.8,,,,,,
固原市,2011,6.4,,,,,,
固原市,2012,8.13,,,,,,
固原市,2013,9.45,,,,,,
固原市,2014,10.83,,,,,,
固原市,2015,12.56,,,,,,
固原市,2016,24.7,,,,,,
固原市,2017,30.77,,,,,,
固原市,2018,,,,,,,
固原市,2019,,,,,,,
固原市,2020,25.76,,,,,,
固原市,2021,28.67,,,,,,
固原市,2022,34.42,,,,,,
固原市,2023,,,,,,,
石嘴山市,2000,,,,,,,
石嘴山市,2001,,,,,,,
石嘴山市,2002,0.4882,,,,,,
石嘴山市,2003,0.6214,,,,,,
石嘴山市,2004,1.2,,,,,,
石嘴山市,2005,,,,,,,
石嘴山市,2006,,,,,,,
石嘴山市,2007,3.368,,,,,,
石嘴山市,2008,4.56,,,,,,
石嘴山市,2009,5.07,,,,,,
石嘴山市,2010,7.1,,,,,,
石嘴山市,2011,9.44,,,,,,
石嘴山市,2012,11.28,,,,,,
石嘴山市,2013,13.24,,,,,,
石嘴山市,2014,14.72,,,,,,
石嘴山市,2015,16.59,,,,,,
石嘴山市,2016,,,,,,,
石嘴山市,2017,23.8959,,,,,,
石嘴山市,2018,,,,,,,
石嘴山市,2019,,,,,,,
石嘴山市,2020,,,,,,,
石嘴山市,2021,28.23,,,,,,
石嘴山市,2022,,,,,,,
石嘴山市,2023,,,,,,,
银川市,2000,,,,,,,
银川市,2001,,,,,,,
银川市,2002,9,,,,,,
银川市,2003,8.4,,,,,,
银川市,2004,12.73,,,,,,
银川市,2005,,,,,,,
银川市,2006,,,,,,,
银川市,2007,16.49,,,,,,
银川市,2008,21.53,,,,,,
银川市,2009,28.31,,,,,,
银川市,2010,36.5,,,,,,
银川市,2011,46.7,,,,,,
银川市,2012,58.51,,,,,,
银川市,2013,73.11,,,,,,
银川市,2014,82.02,,,,,,
银川市,2015,93.4,,,,,,
银川市,2016,104,,,,,,
银川市,2017,149.53,,,,,,
银川市,2018,148.8,,,,,,
银川市,2019,168,,,,,,
银川市,2020,113.48,,,,,,
银川市,2021,125.38,,,,,,
银川市,2022,134.13,,,,,,
银川市,2023,,,,,,,
亳州市,2000,3.05,,,,,,
亳州市,2001,5.23,,,,,,
亳州市,2002,4.89,,,,,,
亳州市,2003,3.59,,,,,,
亳州市,2004,5.79,,,,,,
亳州市,2005,5.82,,,,,,
亳州市,2006,6.98,,,,,,
亳州市,2007,8.98,,,,,,
亳州市,2008,11.17,,,,,,
亳州市,2009,18.27,,,,,,
亳州市,2010,27.34,,,,,,
亳州市,2011,46.61,,,,,,
亳州市,2012,64.29,,,,,,
亳州市,2013,75.97,,,,,,
亳州市,2014,87.8,,,,,,
亳州市,2015,108.44,,,,,,
亳州市,2016,130.4,,,,,,
亳州市,2017,170.5,,,,,,
亳州市,2018,204.3,,,,,,
亳州市,2019,246.8,,,,,,
亳州市,2020,139.3,,,,,,
亳州市,2021,189.6,,,,,,
亳州市,2022,160.4,,,,,,
亳州市,2023,,,,,,,
六安市,2000,4.16,,,,,,
六安市,2001,5.54,,,,,,
六安市,2002,6.48,,,,,,
六安市,2003,6.86,,,,,,
六安市,2004,8.49,,,,,,
六安市,2005,8.72,,,,,,
六安市,2006,14.83,,,,,,
六安市,2007,19.49,,,,,,
六安市,2008,24.56,,,,,,
六安市,2009,31.32,,,,,,
六安市,2010,37.19,,,,,,
六安市,2011,64.16,,,,,,
六安市,2012,94.59,,,,,,
六安市,2013,113.18,,,,,,
六安市,2014,130.69,,,,,,
六安市,2015,161.01,,,,,,
六安市,2016,185.8,,,,,,
六安市,2017,239.1,,,,,,
六安市,2018,284.6,,,,,,
六安市,2019,340.7,,,,,,
六安市,2020,194.7,,,,,,
六安市,2021,262.9,,,,,,
六安市,2022,228.3,,,,,,
六安市,2023,,,,,,,
合肥市,2000,21.64,,,,,,
合肥市,2001,27.31,,,,,,
合肥市,2002,33.66,,,,,,
合肥市,2003,30.65,,,,,,
合肥市,2004,42.35,,,,,,
合肥市,2005,54.11,,,,,,
合肥市,2006,64.53,,,,,,
合肥市,2007,95.47,,,,,,
合肥市,2008,126.84,,,,,,
合肥市,2009,165.46,,,,,,
合肥市,2010,225.26,,,,,,
合肥市,2011,401.15,,,,,,
合肥市,2012,577.53,,,,,,
合肥市,2013,676.38,,,,,,
合肥市,2014,774.32,,,,,,
合肥市,2015,953.22,,,,,,
合肥市,2016,1156.31,,,,,,
合肥市,2017,1468.31,,,,,,
合肥市,2018,1721.62,,,,,,
合肥市,2019,2036.43,,,,,,
合肥市,2020,975.97,,,,,,
合肥市,2021,1246.9,,,,,,
合肥市,2022,1005.97,,,,,,
合肥市,2023,,,,,,,
安庆市,2000,17.09,,,,,,
安庆市,2001,18.01,,,,,,
安庆市,2002,22.77,,,,,,
安庆市,2003,26.94,,,,,,
安庆市,2004,33.12,,,,,,
安庆市,2005,36.03,,,,,,
安庆市,2006,45.78,,,,,,
安庆市,2007,58.84,,,,,,
安庆市,2008,77.13,,,,,,
安庆市,2009,97.09,,,,,,
安庆市,2010,119.14,,,,,,
安庆市,2011,189.74,,,,,,
安庆市,2012,256.01,,,,,,
安庆市,2013,295.98,,,,,,
安庆市,2014,337.82,,,,,,
安庆市,2015,409.44,,,,,,
安庆市,2016,479.2,,,,,,
安庆市,2017,599.3,,,,,,
安庆市,2018,694.6,,,,,,
安庆市,2019,805.2,,,,,,
安庆市,2020,394.2,,,,,,
安庆市,2021,510.8,,,,,,
安庆市,2022,417.3,,,,,,
安庆市,2023,,,,,,,
宣城市,2000,2.7,,,,,,
宣城市,2001,5.66,,,,,,
宣城市,2002,6.45,,,,,,
宣城市,2003,5.41,,,,,,
宣城市,2004,9.03,,,,,,
宣城市,2005,10.1,,,,,,
宣城市,2006,19.52,,,,,,
宣城市,2007,22.75,,,,,,
宣城市,2008,28.57,,,,,,
宣城市,2009,34.46,,,,,,
宣城市,2010,42.3,,,,,,
宣城市,2011,64.35,,,,,,
宣城市,2012,99.12,,,,,,
宣城市,2013,118.22,,,,,,
宣城市,2014,135.76,,,,,,
宣城市,2015,165.65,,,,,,
宣城市,2016,201.3,,,,,,
宣城市,2017,262.56,,,,,,
宣城市,2018,314,,,,,,
宣城市,2019,380.11,,,,,,
宣城市,2020,198.9,,,,,,
宣城市,2021,266.7,,,,,,
宣城市,2022,223.6,,,,,,
宣城市,2023,,,,,,,
宿州市,2000,3.63,,,,,,
宿州市,2001,4.09,,,,,,
宿州市,2002,4.84,,,,,,
宿州市,2003,4.37,,,,,,
宿州市,2004,6.13,,,,,,
宿州市,2005,7.07,,,,,,
宿州市,2006,9.59,,,,,,
宿州市,2007,14.41,,,,,,
宿州市,2008,18.1,,,,,,
宿州市,2009,22.08,,,,,,
宿州市,2010,24.71,,,,,,
宿州市,2011,41.62,,,,,,
宿州市,2012,57.57,,,,,,
宿州市,2013,68.29,,,,,,
宿州市,2014,79,,,,,,
宿州市,2015,98.27,,,,,,
宿州市,2016,119.1,,,,,,
宿州市,2017,150.1,,,,,,
宿州市,2018,178.2,,,,,,
宿州市,2019,212.4,,,,,,
宿州市,2020,118.09,,,,,,
宿州市,2021,159.7,,,,,,
宿州市,2022,130.1,,,,,,
宿州市,2023,,,,,,,
池州市,2000,13.34,,,,,,
池州市,2001,15.34,,,,,,
池州市,2002,16.85,,,,,,
池州市,2003,12.99,,,,,,
池州市,2004,15.31,,,,,,
池州市,2005,17.32,,,,,,
池州市,2006,25.17,,,,,,
池州市,2007,55.24,,,,,,
池州市,2008,70.41,,,,,,
池州市,2009,89.97,,,,,,
池州市,2010,119.21,,,,,,
池州市,2011,188.12,,,,,,
池州市,2012,261.88,,,,,,
池州市,2013,295.18,,,,,,
池州市,2014,336.89,,,,,,
池州市,2015,408.55,,,,,,
池州市,2016,489.3,,,,,,
池州市,2017,602.8,,,,,,
池州市,2018,692.7,,,,,,
池州市,2019,801.2,,,,,,
池州市,2020,401.3,,,,,,
池州市,2021,524,,,,,,
池州市,2022,435.6,,,,,,
池州市,2023,,,,,,,
淮北市,2000,2.05,,,,,,
淮北市,2001,2.01,,,,,,
淮北市,2002,2.67,,,,,,
淮北市,2003,3.56,,,,,,
淮北市,2004,5.54,,,,,,
淮北市,2005,6.12,,,,,,
淮北市,2006,7.47,,,,,,
淮北市,2007,9.68,,,,,,
淮北市,2008,12.47,,,,,,
淮北市,2009,14.56,,,,,,
淮北市,2010,16.78,,,,,,
淮北市,2011,30.07,,,,,,
淮北市,2012,43.18,,,,,,
淮北市,2013,48.52,,,,,,
淮北市,2014,56.12,,,,,,
淮北市,2015,67.29,,,,,,
淮北市,2016,79.9,,,,,,
淮北市,2017,95.8,,,,,,
淮北市,2018,109.5,,,,,,
淮北市,2019,126.1,,,,,,
淮北市,2020,62.9,,,,,,
淮北市,2021,80,,,,,,
淮北市,2022,64.6,,,,,,
淮北市,2023,,,,,,,
淮南市,2000,3.73,,,,,,
淮南市,2001,4.04,,,,,,
淮南市,2002,4.56,,,,,,
淮南市,2003,6.28,,,,,,
淮南市,2004,6.77,,,,,,
淮南市,2005,7.26,,,,,,
淮南市,2006,9.24,,,,,,
淮南市,2007,11.95,,,,,,
淮南市,2008,16.05,,,,,,
淮南市,2009,21.26,,,,,,
淮南市,2010,25.43,,,,,,
淮南市,2011,41.79,,,,,,
淮南市,2012,57.15,,,,,,
淮南市,2013,65.73,,,,,,
淮南市,2014,74.13,,,,,,
淮南市,2015,89.42,,,,,,
淮南市,2016,134,,,,,,
淮南市,2017,161.7,,,,,,
淮南市,2018,185,,,,,,
淮南市,2019,212.7,,,,,,
淮南市,2020,106.3,,,,,,
淮南市,2021,140.4,,,,,,
淮南市,2022,114.9,,,,,,
淮南市,2023,,,,,,,
滁州市,2000,5.13,,,,,,
滁州市,2001,5.09,,,,,,
滁州市,2002,5.91,,,,,,
滁州市,2003,6.24,,,,,,
滁州市,2004,8.39,,,,,,
滁州市,2005,11.48,,,,,,
滁州市,2006,14.66,,,,,,
滁州市,2007,22.41,,,,,,
滁州市,2008,28.16,,,,,,
滁州市,2009,30.71,,,,,,
滁州市,2010,38.53,,,,,,
滁州市,2011,60.98,,,,,,
滁州市,2012,81.28,,,,,,
滁州市,2013,97.55,,,,,,
滁州市,2014,111.27,,,,,,
滁州市,2015,135.67,,,,,,
滁州市,2016,163.3,,,,,,
滁州市,2017,203.7,,,,,,
滁州市,2018,238,,,,,,
滁州市,2019,282.65,,,,,,
滁州市,2020,151.2,,,,,,
滁州市,2021,206.5,,,,,,
滁州市,2022,179.9,,,,,,
滁州市,2023,,,,,,,
芜湖市,2000,12,,,,,,
芜湖市,2001,13.41,,,,,,
芜湖市,2002,16.17,,,,,,
芜湖市,2003,15,,,,,,
芜湖市,2004,21.39,,,,,,
芜湖市,2005,23.59,,,,,,
芜湖市,2006,29.12,,,,,,
芜湖市,2007,37.52,,,,,,
芜湖市,2008,48.81,,,,,,
芜湖市,2009,59.58,,,,,,
芜湖市,2010,74.18,,,,,,
芜湖市,2011,151,,,,,,
芜湖市,2012,218,,,,,,
芜湖市,2013,259.78,,,,,,
芜湖市,2014,303.9,,,,,,
芜湖市,2015,377.68,,,,,,
芜湖市,2016,458.6,,,,,,
芜湖市,2017,589.51,,,,,,
芜湖市,2018,707.3,,,,,,
芜湖市,2019,849.5,,,,,,
芜湖市,2020,438.4,,,,,,
芜湖市,2021,595.1,,,,,,
芜湖市,2022,505.9,,,,,,
芜湖市,2023,,,,,,,
蚌埠市,2000,4.48,,,,,,
蚌埠市,2001,6.93,,,,,,
蚌埠市,2002,6.45,,,,,,
蚌埠市,2003,4.85,,,,,,
蚌埠市,2004,9.26,,,,,,
蚌埠市,2005,9.48,,,,,,
蚌埠市,2006,13.56,,,,,,
蚌埠市,2007,17.77,,,,,,
蚌埠市,2008,23.31,,,,,,
蚌埠市,2009,28.56,,,,,,
蚌埠市,2010,36.22,,,,,,
蚌埠市,2011,67.83,,,,,,
蚌埠市,2012,98.75,,,,,,
蚌埠市,2013,113.04,,,,,,
蚌埠市,2014,128.78,,,,,,
蚌埠市,2015,159.85,,,,,,
蚌埠市,2016,194,,,,,,
蚌埠市,2017,246.1,,,,,,
蚌埠市,2018,293.8,,,,,,
蚌埠市,2019,351.7,,,,,,
蚌埠市,2020,193.3,,,,,,
蚌埠市,2021,262.7,,,,,,
蚌埠市,2022,220.5,,,,,,
蚌埠市,2023,,,,,,,
铜陵市,2000,2.48,,,,,,
铜陵市,2001,3.01,,,,,,
铜陵市,2002,3.16,,,,,,
铜陵市,2003,2.42,,,,,,
铜陵市,2004,4.11,,,,,,
铜陵市,2005,4.65,,,,,,
铜陵市,2006,11.22,,,,,,
铜陵市,2007,13.98,,,,,,
铜陵市,2008,16.63,,,,,,
铜陵市,2009,19.54,,,,,,
铜陵市,2010,22.44,,,,,,
铜陵市,2011,34.31,,,,,,
铜陵市,2012,46.37,,,,,,
铜陵市,2013,52.84,,,,,,
铜陵市,2014,60.21,,,,,,
铜陵市,2015,72.15,,,,,,
铜陵市,2016,126.77,,,,,,
铜陵市,2017,156.57,,,,,,
铜陵市,2018,181.23,,,,,,
铜陵市,2019,211.4,,,,,,
铜陵市,2020,106.8,,,,,,
铜陵市,2021,138.9,,,,,,
铜陵市,2022,113.1,,,,,,
铜陵市,2023,,,,,,,
阜阳市,2000,8.51,,,,,,
阜阳市,2001,9.44,,,,,,
阜阳市,2002,10.98,,,,,,
阜阳市,2003,9.3,,,,,,
阜阳市,2004,11.75,,,,,,
阜阳市,2005,14.43,,,,,,
阜阳市,2006,14.85,,,,,,
阜阳市,2007,22.08,,,,,,
阜阳市,2008,24.74,,,,,,
阜阳市,2009,22.1,,,,,,
阜阳市,2010,28.25,,,,,,
阜阳市,2011,49.03,,,,,,
阜阳市,2012,66.08,,,,,,
阜阳市,2013,78.17,,,,,,
阜阳市,2014,90.44,,,,,,
阜阳市,2015,111.77,,,,,,
阜阳市,2016,135.1,,,,,,
阜阳市,2017,170,,,,,,
阜阳市,2018,201,,,,,,
阜阳市,2019,239.3,,,,,,
阜阳市,2020,129.9,,,,,,
阜阳市,2021,177.2,,,,,,
阜阳市,2022,152.4,,,,,,
阜阳市,2023,,,,,,,
马鞍山市,2000,6.5,,,,,,
马鞍山市,2001,6.82,,,,,,
马鞍山市,2002,7.02,,,,,,
马鞍山市,2003,7.19,,,,,,
马鞍山市,2004,10.26,,,,,,
马鞍山市,2005,11.24,,,,,,
马鞍山市,2006,13.6,,,,,,
马鞍山市,2007,17.54,,,,,,
马鞍山市,2008,22.07,,,,,,
马鞍山市,2009,26.03,,,,,,
马鞍山市,2010,37.11,,,,,,
马鞍山市,2011,76.66,,,,,,
马鞍山市,2012,102.32,,,,,,
马鞍山市,2013,120,,,,,,
马鞍山市,2014,138.51,,,,,,
马鞍山市,2015,170.18,,,,,,
马鞍山市,2016,204.1,,,,,,
马鞍山市,2017,254.7,,,,,,
马鞍山市,2018,300.1,,,,,,
马鞍山市,2019,355,,,,,,
马鞍山市,2020,184.6,,,,,,
马鞍山市,2021,250,,,,,,
马鞍山市,2022,211.2,,,,,,
马鞍山市,2023,,,,,,,
黄山市,2000,32.05,,,,,,
黄山市,2001,36.59,,,,,,
黄山市,2002,42.46,,,,,,
黄山市,2003,36.16,,,,,,
黄山市,2004,46.35,,,,,,
黄山市,2005,54.05,,,,,,
黄山市,2006,75.61,,,,,,
黄山市,2007,97.26,,,,,,
黄山市,2008,126.29,,,,,,
黄山市,2009,153.55,,,,,,
黄山市,2010,182.23,,,,,,
黄山市,2011,307.96,,,,,,
黄山市,2012,395,,,,,,
黄山市,2013,424.39,,,,,,
黄山市,2014,464.04,,,,,,
黄山市,2015,491.91,,,,,,
黄山市,2016,506.3,,,,,,
黄山市,2017,631.8,,,,,,
黄山市,2018,724,,,,,,
黄山市,2019,840.5,,,,,,
黄山市,2020,425.9,,,,,,
黄山市,2021,567.2,,,,,,
黄山市,2022,476.6,,,,,,
黄山市,2023,,,,,,,
东营市,2000,,,,,,,
