城市,年份,国内旅游收入（亿元）,,,,,,
济南市,2000,,,,,,,
济南市,2001,,,,,,,
济南市,2002,75.67,,,,,,
济南市,2003,69.98,,,,,,
济南市,2004,,,,,,,
济南市,2005,118.7,,,,,,
济南市,2006,142.2,,,,,,
济南市,2007,172.5,,,,,,
济南市,2008,204.8,,,,,,
济南市,2009,250.1,,,,,,
济南市,2010,306.3,,,,,,
济南市,2011,373.7,,,,,,
济南市,2012,451.67,,,,,,
济南市,2013,519.5,,,,,,
济南市,2014,588.2,,,,,,
济南市,2015,670.5,,,,,,
济南市,2016,762.9,,,,,,
济南市,2017,875.31,,,,,,
济南市,2018,1054.7,,,,,,
济南市,2019,1266.9,,,,,,
济南市,2020,700.5,,,,,,
济南市,2021,,,,,,,
济南市,2022,711.6,,,,,,
济南市,2023,,,,,,,
济宁市,2000,,,,,,,
济宁市,2001,,,,,,,
济宁市,2002,39.31,,,,,,
济宁市,2003,35.08,,,,,,
济宁市,2004,,,,,,,
济宁市,2005,78.7,,,,,,
济宁市,2006,98.1,,,,,,
济宁市,2007,121.9,,,,,,
济宁市,2008,146.5,,,,,,
济宁市,2009,176.9,,,,,,
济宁市,2010,221.9,,,,,,
济宁市,2011,275,,,,,,
济宁市,2012,330.55,,,,,,
济宁市,2013,382.71,,,,,,
济宁市,2014,435.1,,,,,,
济宁市,2015,495.82,,,,,,
济宁市,2016,563.51,,,,,,
济宁市,2017,646.171,,,,,,
济宁市,2018,,,,,,,
济宁市,2019,,,,,,,
济宁市,2020,453,,,,,,
济宁市,2021,,,,,,,
济宁市,2022,,,,,,,
济宁市,2023,,,,,,,
淄博市,2000,19.5,,,,,,
淄博市,2001,24.48,,,,,,
淄博市,2002,31.57,,,,,,
淄博市,2003,31.55,,,,,,
淄博市,2004,47.52,,,,,,
淄博市,2005,63.6,,,,,,
淄博市,2006,76.43,,,,,,
淄博市,2007,96.51,,,,,,
淄博市,2008,123.98,,,,,,
淄博市,2009,158.12,,,,,,
淄博市,2010,207.38,,,,,,
淄博市,2011,255.17,,,,,,
淄博市,2012,302.85,,,,,,
淄博市,2013,345.96,,,,,,
淄博市,2014,389.6,,,,,,
淄博市,2015,442.6,,,,,,
淄博市,2016,503.61,,,,,,
淄博市,2017,579.21,,,,,,
淄博市,2018,658.12,,,,,,
淄博市,2019,739.7,,,,,,
淄博市,2020,406.1,,,,,,
淄博市,2021,,,,,,,
淄博市,2022,,,,,,,
淄博市,2023,,,,,,,
滨州市,2000,,,,,,,
滨州市,2001,4.15,,,,,,
滨州市,2002,6.82,,,,,,
滨州市,2003,11.17,,,,,,
滨州市,2004,12.73,,,,,,
滨州市,2005,14.24,,,,,,
滨州市,2006,16.85,,,,,,
滨州市,2007,20.6,,,,,,
滨州市,2008,26.22,,,,,,
滨州市,2009,33.29,,,,,,
滨州市,2010,43.27,,,,,,
滨州市,2011,55.4,,,,,,
滨州市,2012,69.57,,,,,,
滨州市,2013,80.49,,,,,,
滨州市,2014,92.6,,,,,,
滨州市,2015,105.4,,,,,,
滨州市,2016,120.18,,,,,,
滨州市,2017,138.23,,,,,,
滨州市,2018,159.22,,,,,,
滨州市,2019,179.9,,,,,,
滨州市,2020,92.96,,,,,,
滨州市,2021,0.18,,,,,,
滨州市,2022,,,,,,,
滨州市,2023,,,,,,,
潍坊市,2000,,,,,,,
潍坊市,2001,,,,,,,
潍坊市,2002,32.95,,,,,,
潍坊市,2003,32.19,,,,,,
潍坊市,2004,,,,,,,
潍坊市,2005,51.1,,,,,,
潍坊市,2006,61.9,,,,,,
潍坊市,2007,95.9,,,,,,
潍坊市,2008,143.6,,,,,,
潍坊市,2009,181.4,,,,,,
潍坊市,2010,236.951,,,,,,
潍坊市,2011,302.095,,,,,,
潍坊市,2012,368.62,,,,,,
潍坊市,2013,426.712,,,,,,
潍坊市,2014,486.226,,,,,,
潍坊市,2015,552.952,,,,,,
潍坊市,2016,629.34,,,,,,
潍坊市,2017,722.42,,,,,,
潍坊市,2018,823.75,,,,,,
潍坊市,2019,911.68,,,,,,
潍坊市,2020,508.8,,,,,,
潍坊市,2021,716.1,,,,,,
潍坊市,2022,,,,,,,
潍坊市,2023,,,,,,,
烟台市,2000,,,,,,,
烟台市,2001,,,,,,,
烟台市,2002,71.62,,,,,,
烟台市,2003,65.29,,,,,,
烟台市,2004,,,,,,,
烟台市,2005,106.7,,,,,,
烟台市,2006,134.6,,,,,,
烟台市,2007,168.9,,,,,,
烟台市,2008,209.9,,,,,,
烟台市,2009,252.12,,,,,,
烟台市,2010,306.2,,,,,,
烟台市,2011,373.41,,,,,,
烟台市,2012,445.11,,,,,,
烟台市,2013,514.37,,,,,,
烟台市,2014,585,,,,,,
烟台市,2015,665.16,,,,,,
烟台市,2016,756.34,,,,,,
烟台市,2017,870.14,,,,,,
烟台市,2018,982.39,,,,,,
烟台市,2019,1177.76,,,,,,
烟台市,2020,622.95,,,,,,
烟台市,2021,859.16,,,,,,
烟台市,2022,637.31,,,,,,
烟台市,2023,,,,,,,
聊城市,2000,,,,,,,
聊城市,2001,,,,,,,
聊城市,2002,14.83,,,,,,
聊城市,2003,12.48,,,,,,
聊城市,2004,,,,,,,
聊城市,2005,21.6,,,,,,
聊城市,2006,24.8,,,,,,
聊城市,2007,28.94,,,,,,
聊城市,2008,33.9,,,,,,
聊城市,2009,40.2,,,,,,
聊城市,2010,50.2,,,,,,
聊城市,2011,62.9,,,,,,
聊城市,2012,85.31,,,,,,
聊城市,2013,100.08,,,,,,
聊城市,2014,114.1,,,,,,
聊城市,2015,130.2,,,,,,
聊城市,2016,,,,,,,
聊城市,2017,171.08,,,,,,
聊城市,2018,,,,,,,
聊城市,2019,,,,,,,
聊城市,2020,,,,,,,
聊城市,2021,,,,,,,
聊城市,2022,129.8,,,,,,
聊城市,2023,,,,,,,
菏泽市,2000,,,,,,,
菏泽市,2001,,,,,,,
菏泽市,2002,6.4754,,,,,,
菏泽市,2003,5.82,,,,,,
菏泽市,2004,,,,,,,
菏泽市,2005,10.1,,,,,,
菏泽市,2006,12,,,,,,
菏泽市,2007,14.9,,,,,,
菏泽市,2008,19.9,,,,,,
菏泽市,2009,27.3,,,,,,
菏泽市,2010,36.1,,,,,,
菏泽市,2011,46,,,,,,
菏泽市,2012,65.21,,,,,,
菏泽市,2013,78.32,,,,,,
菏泽市,2014,,,,,,,
菏泽市,2015,,,,,,,
菏泽市,2016,,,,,,,
菏泽市,2017,138.44,,,,,,
菏泽市,2018,185.93,,,,,,
菏泽市,2019,208.3,,,,,,
菏泽市,2020,124.2,,,,,,
菏泽市,2021,176.8,,,,,,
菏泽市,2022,,,,,,,
菏泽市,2023,,,,,,,
青岛市,2000,88.18,,,,,,
青岛市,2001,102.84,,,,,,
青岛市,2002,130.62,,,,,,
青岛市,2003,121.9,,,,,,
青岛市,2004,183.79,,,,,,
青岛市,2005,222.59,,,,,,
青岛市,2006,281.79,,,,,,
青岛市,2007,350.09,,,,,,
青岛市,2008,385.52,,,,,,
青岛市,2009,451.42,,,,,,
青岛市,2010,540.07,,,,,,
青岛市,2011,637.34,,,,,,
青岛市,2012,756,,,,,,
青岛市,2013,886,,,,,,
青岛市,2014,1011,,,,,,
青岛市,2015,1133,,,,,,
青岛市,2016,1284,,,,,,
青岛市,2017,1468,,,,,,
青岛市,2018,1650.99,,,,,,
青岛市,2019,1897.2,,,,,,
青岛市,2020,1010.7,,,,,,
青岛市,2021,1411,,,,,,
青岛市,2022,1006.4,,,,,,
青岛市,2023,,,,,,,
临汾市,2000,,,,,,,
临汾市,2001,6.7,,,,,,
临汾市,2002,8.4,,,,,,
临汾市,2003,7.81,,,,,,
临汾市,2004,14.28,,,,,,
临汾市,2005,23.45,,,,,,
临汾市,2006,33.4,,,,,,
临汾市,2007,52.28,,,,,,
临汾市,2008,67.49,,,,,,
临汾市,2009,78.4,,,,,,
临汾市,2010,97.36,,,,,,
临汾市,2011,119.83,,,,,,
临汾市,2012,157.98,,,,,,
临汾市,2013,192.83,,,,,,
临汾市,2014,241.44,,,,,,
临汾市,2015,294.02,,,,,,
临汾市,2016,374.14,,,,,,
临汾市,2017,482.93,,,,,,
临汾市,2018,632.9,,,,,,
临汾市,2019,766.81,,,,,,
临汾市,2020,301.2,,,,,,
临汾市,2021,,,,,,,
临汾市,2022,160.57,,,,,,
临汾市,2023,,,,,,,
吕梁市,2000,,,,,,,
吕梁市,2001,2.7,,,,,,
吕梁市,2002,3.2,,,,,,
吕梁市,2003,2.91,,,,,,
吕梁市,2004,4.64,,,,,,
吕梁市,2005,8.01,,,,,,
吕梁市,2006,14.75,,,,,,
吕梁市,2007,22.33,,,,,,
吕梁市,2008,30.73,,,,,,
吕梁市,2009,39.2,,,,,,
吕梁市,2010,51.04,,,,,,
吕梁市,2011,75.74,,,,,,
吕梁市,2012,108.92,,,,,,
吕梁市,2013,141.04,,,,,,
吕梁市,2014,181.52,,,,,,
吕梁市,2015,226.94,,,,,,
吕梁市,2016,292.8,,,,,,
吕梁市,2017,389.11,,,,,,
吕梁市,2018,499.46,,,,,,
吕梁市,2019,597.54,,,,,,
吕梁市,2020,232.84,,,,,,
吕梁市,2021,,,,,,,
吕梁市,2022,73.91,,,,,,
吕梁市,2023,,,,,,,
大同市,2000,,,,,,,
大同市,2001,11.8,,,,,,
大同市,2002,14.3,,,,,,
大同市,2003,10.69,,,,,,
大同市,2004,19.16,,,,,,
大同市,2005,31.36,,,,,,
大同市,2006,44.96,,,,,,
大同市,2007,60.03,,,,,,
大同市,2008,75.04,,,,,,
大同市,2009,95.55,,,,,,
大同市,2010,113.24,,,,,,
大同市,2011,130.9,,,,,,
大同市,2012,156.2,,,,,,
大同市,2013,192.9,,,,,,
大同市,2014,236.51,,,,,,
大同市,2015,278.86,,,,,,
大同市,2016,360.71,,,,,,
大同市,2017,480.32,,,,,,
大同市,2018,616.93,,,,,,
大同市,2019,758.46,,,,,,
大同市,2020,290.79,,,,,,
大同市,2021,,,,,,,
大同市,2022,152.57,,,,,,
大同市,2023,,,,,,,
太原市,2000,,,,,,,
太原市,2001,29.3,,,,,,
太原市,2002,33.5,,,,,,
太原市,2003,31.67,,,,,,
太原市,2004,48.56,,,,,,
太原市,2005,76.47,,,,,,
太原市,2006,105.45,,,,,,
太原市,2007,127.89,,,,,,
太原市,2008,162.23,,,,,,
太原市,2009,186.13,,,,,,
太原市,2010,219.27,,,,,,
太原市,2011,263.55,,,,,,
太原市,2012,339.68,,,,,,
太原市,2013,413.52,,,,,,
太原市,2014,495.33,,,,,,
太原市,2015,583.34,,,,,,
太原市,2016,678.66,,,,,,
太原市,2017,815.72,,,,,,
太原市,2018,985.3,,,,,,
太原市,2019,1163.41,,,,,,
太原市,2020,354.61,,,,,,
太原市,2021,,,,,,,
太原市,2022,304.1,,,,,,
太原市,2023,,,,,,,
忻州市,2000,13.9,,,,,,
忻州市,2001,18.7,,,,,,
忻州市,2002,21.3,,,,,,
忻州市,2003,9.9,,,,,,
忻州市,2004,10.69,,,,,,
忻州市,2005,24.98,,,,,,
忻州市,2006,38.29,,,,,,
忻州市,2007,53.31,,,,,,
忻州市,2008,69.34,,,,,,
忻州市,2009,83.39,,,,,,
忻州市,2010,103.04,,,,,,
忻州市,2011,123.87,,,,,,
忻州市,2012,157.9,,,,,,
忻州市,2013,202.55,,,,,,
忻州市,2014,240.33,,,,,,
忻州市,2015,282.99,,,,,,
忻州市,2016,326.47,,,,,,
忻州市,2017,407.13,,,,,,
忻州市,2018,502.28,,,,,,
忻州市,2019,612.01,,,,,,
忻州市,2020,281,,,,,,
忻州市,2021,,,,,,,
忻州市,2022,152.94,,,,,,
忻州市,2023,,,,,,,
晋中市,2000,4,,,,,,
晋中市,2001,6.68,,,,,,
晋中市,2002,8.81,,,,,,
晋中市,2003,8.53,,,,,,
晋中市,2004,13.35,,,,,,
晋中市,2005,23.24,,,,,,
晋中市,2006,35.98,,,,,,
晋中市,2007,50.95,,,,,,
晋中市,2008,63.48,,,,,,
晋中市,2009,87.12,,,,,,
晋中市,2010,109.35,,,,,,
晋中市,2011,130.58,,,,,,
晋中市,2012,209.6,,,,,,
晋中市,2013,293.98,,,,,,
晋中市,2014,401.68,,,,,,
晋中市,2015,506.56,,,,,,
晋中市,2016,650.75,,,,,,
晋中市,2017,815.6,,,,,,
晋中市,2018,1004.33,,,,,,
晋中市,2019,1178.01,,,,,,
晋中市,2020,407.74,,,,,,
晋中市,2021,,,,,,,
晋中市,2022,181.98,,,,,,
晋中市,2023,,,,,,,
晋城市,2000,,,,,,,
晋城市,2001,5.1,,,,,,
晋城市,2002,6.1,,,,,,
晋城市,2003,5.11,,,,,,
晋城市,2004,8.96,,,,,,
晋城市,2005,19.95,,,,,,
晋城市,2006,33.33,,,,,,
晋城市,2007,46.3,,,,,,
晋城市,2008,56.15,,,,,,
晋城市,2009,62.95,,,,,,
晋城市,2010,75.46,,,,,,
晋城市,2011,89.12,,,,,,
晋城市,2012,149.88,,,,,,
晋城市,2013,195.32,,,,,,
晋城市,2014,241.96,,,,,,
晋城市,2015,294.54,,,,,,
晋城市,2016,356.24,,,,,,
晋城市,2017,444.08,,,,,,
晋城市,2018,556.79,,,,,,
晋城市,2019,668.21,,,,,,
晋城市,2020,289.26,,,,,,
晋城市,2021,,,,,,,
晋城市,2022,112.09,,,,,,
晋城市,2023,,,,,,,
朔州市,2000,,,,,,,
朔州市,2001,2.4,,,,,,
朔州市,2002,2.5,,,,,,
朔州市,2003,2,,,,,,
朔州市,2004,1.89,,,,,,
朔州市,2005,4.88,,,,,,
朔州市,2006,9.08,,,,,,
朔州市,2007,15.11,,,,,,
朔州市,2008,18.83,,,,,,
朔州市,2009,26.37,,,,,,
朔州市,2010,36.03,,,,,,
朔州市,2011,47.24,,,,,,
朔州市,2012,63.38,,,,,,
朔州市,2013,82.52,,,,,,
朔州市,2014,109.17,,,,,,
朔州市,2015,133.43,,,,,,
朔州市,2016,160.57,,,,,,
朔州市,2017,203.79,,,,,,
朔州市,2018,261.08,,,,,,
朔州市,2019,316.24,,,,,,
朔州市,2020,138.61,,,,,,
朔州市,2021,,,,,,,
朔州市,2022,30.7,,,,,,
朔州市,2023,,,,,,,
运城市,2000,,,,,,,
运城市,2001,7.2,,,,,,
运城市,2002,10.3,,,,,,
运城市,2003,8.8,,,,,,
运城市,2004,13.7,,,,,,
运城市,2005,27.61,,,,,,
运城市,2006,38.92,,,,,,
运城市,2007,56.04,,,,,,
运城市,2008,71.71,,,,,,
运城市,2009,85.4,,,,,,
运城市,2010,101.17,,,,,,
运城市,2011,123.77,,,,,,
运城市,2012,163.4,,,,,,
运城市,2013,209.69,,,,,,
运城市,2014,268.29,,,,,,
运城市,2015,326.38,,,,,,
运城市,2016,433.82,,,,,,
运城市,2017,555.87,,,,,,
运城市,2018,705.24,,,,,,
运城市,2019,830.3,,,,,,
运城市,2020,231.79,,,,,,
运城市,2021,86,,,,,,
运城市,2022,125.57,,,,,,
运城市,2023,,,,,,,
长治市,2000,,,,,,,
长治市,2001,6.9,,,,,,
长治市,2002,8,,,,,,
长治市,2003,7.2,,,,,,
长治市,2004,11.98,,,,,,
长治市,2005,26.6,,,,,,
长治市,2006,35.61,,,,,,
长治市,2007,46.4,,,,,,
长治市,2008,61.33,,,,,,
长治市,2009,74.56,,,,,,
长治市,2010,88.77,,,,,,
长治市,2011,124.66,,,,,,
长治市,2012,164.52,,,,,,
长治市,2013,209.41,,,,,,
长治市,2014,263.84,,,,,,
长治市,2015,319.96,,,,,,
长治市,2016,368.18,,,,,,
长治市,2017,460.22,,,,,,
长治市,2018,576.14,,,,,,
长治市,2019,688.26,,,,,,
长治市,2020,271.22,,,,,,
长治市,2021,,,,,,,
长治市,2022,112.65,,,,,,
长治市,2023,,,,,,,
阳泉市,2000,,,,,,,
阳泉市,2001,3.6,,,,,,
阳泉市,2002,4,,,,,,
阳泉市,2003,3.89,,,,,,
阳泉市,2004,6.77,,,,,,
阳泉市,2005,15.36,,,,,,
阳泉市,2006,24.98,,,,,,
阳泉市,2007,33.03,,,,,,
阳泉市,2008,44.93,,,,,,
阳泉市,2009,46.79,,,,,,
阳泉市,2010,57.53,,,,,,
阳泉市,2011,75.84,,,,,,
阳泉市,2012,94.92,,,,,,
阳泉市,2013,119.89,,,,,,
阳泉市,2014,149.22,,,,,,
阳泉市,2015,181.89,,,,,,
阳泉市,2016,225.63,,,,,,
阳泉市,2017,283.84,,,,,,
阳泉市,2018,359.01,,,,,,
阳泉市,2019,420.1,,,,,,
阳泉市,2020,120.65,,,,,,
阳泉市,2021,,,,,,,
阳泉市,2022,45.91,,,,,,
阳泉市,2023,,,,,,,
东莞市,2000,26.68,,,,,,
东莞市,2001,27.78,,,,,,
东莞市,2002,28.63,,,,,,
东莞市,2003,68.49,,,,,,
东莞市,2004,66.32,,,,,,
东莞市,2005,67.41,,,,,,
东莞市,2006,69.57,,,,,,
东莞市,2007,86.34,,,,,,
东莞市,2008,96.99,,,,,,
东莞市,2009,116.14,,,,,,
东莞市,2010,145.38,,,,,,
东莞市,2011,190.25,,,,,,
东莞市,2012,226.17,,,,,,
东莞市,2013,256.65,,,,,,
东莞市,2014,277.82,,,,,,
东莞市,2015,297.79,,,,,,
东莞市,2016,342.23,,,,,,
东莞市,2017,381.15,,,,,,
东莞市,2018,421.5,,,,,,
东莞市,2019,464.23,,,,,,
东莞市,2020,350.56,,,,,,
东莞市,2021,370.99,,,,,,
东莞市,2022,300.94,,,,,,
东莞市,2023,,,,,,,
中山市,2000,26.83,,,,,,
中山市,2001,30.94,,,,,,
中山市,2002,37.75,,,,,,
中山市,2003,33.69,,,,,,
中山市,2004,40.1,,,,,,
中山市,2005,48.06,,,,,,
中山市,2006,58.11,,,,,,
中山市,2007,69.53,,,,,,
中山市,2008,81.45,,,,,,
中山市,2009,96.3,,,,,,
中山市,2010,106.42,,,,,,
中山市,2011,135.35,,,,,,
中山市,2012,166.81,,,,,,
中山市,2013,183.21,,,,,,
中山市,2014,180.65,,,,,,
中山市,2015,209.02,,,,,,
中山市,2016,228.94,,,,,,
中山市,2017,263.55,,,,,,
中山市,2018,276.09,,,,,,
中山市,2019,282.69,,,,,,
中山市,2020,118.71,,,,,,
中山市,2021,128.52,,,,,,
中山市,2022,89.09,,,,,,
中山市,2023,,,,,,,
云浮市,2000,11.13,,,,,,
云浮市,2001,11.21,,,,,,
云浮市,2002,13.18,,,,,,
云浮市,2003,11.89,,,,,,
云浮市,2004,13.77,,,,,,
云浮市,2005,15.31,,,,,,
云浮市,2006,23.68,,,,,,
云浮市,2007,29.687,,,,,,
云浮市,2008,33.0774,,,,,,
云浮市,2009,37.2046,,,,,,
云浮市,2010,46.97,,,,,,
云浮市,2011,84.78,,,,,,
云浮市,2012,123.02,,,,,,
云浮市,2013,155.72,,,,,,
云浮市,2014,194.27,,,,,,
云浮市,2015,211.86,,,,,,
云浮市,2016,230.09,,,,,,
云浮市,2017,254.2,,,,,,
云浮市,2018,282.98,,,,,,
云浮市,2019,341.43,,,,,,
云浮市,2020,219.71,,,,,,
云浮市,2021,129.68,,,,,,
云浮市,2022,62.43,,,,,,
云浮市,2023,,,,,,,
佛山市,2000,43.13,,,,,,
佛山市,2001,47.34,,,,,,
佛山市,2002,55.79,,,,,,
佛山市,2003,44.73,,,,,,
佛山市,2004,68.38,,,,,,
佛山市,2005,80.15,,,,,,
佛山市,2006,94.59,,,,,,
佛山市,2007,118.55,,,,,,
佛山市,2008,145.69,,,,,,
佛山市,2009,160.15,,,,,,
佛山市,2010,181.76,,,,,,
佛山市,2011,233.25,,,,,,
佛山市,2012,289.3,,,,,,
佛山市,2013,352.45,,,,,,
佛山市,2014,414.27,,,,,,
佛山市,2015,461.37,,,,,,
佛山市,2016,528.81,,,,,,
佛山市,2017,608.57,,,,,,
佛山市,2018,702.53,,,,,,
佛山市,2019,817.2,,,,,,
佛山市,2020,321.51,,,,,,
佛山市,2021,330.92,,,,,,
佛山市,2022,281.98,,,,,,
佛山市,2023,,,,,,,
广州市,2000,291.19,,,,,,
广州市,2001,318.65,,,,,,
广州市,2002,350.09,,,,,,
广州市,2003,320.88,,,,,,
广州市,2004,390.18,,,,,,
广州市,2005,436.45,,,,,,
广州市,2006,477.56,,,,,,
广州市,2007,554.96,,,,,,
广州市,2008,620.15,,,,,,
广州市,2009,746.52,,,,,,
广州市,2010,935.97,,,,,,
广州市,2011,1315.47,,,,,,
广州市,2012,1586.11,,,,,,
广州市,2013,1882.29,,,,,,
广州市,2014,2185.37,,,,,,
广州市,2015,2520.52,,,,,,
广州市,2016,2800.58,,,,,,
广州市,2017,3187.89,,,,,,
广州市,2018,3579.24,,,,,,
广州市,2019,4003.36,,,,,,
广州市,2020,930.66,,,,,,
广州市,2021,1384.01,,,,,,
广州市,2022,1155.67,,,,,,
广州市,2023,,,,,,,
惠州市,2000,19.72,,,,,,
惠州市,2001,22.39,,,,,,
惠州市,2002,25.75,,,,,,
惠州市,2003,22.5,,,,,,
惠州市,2004,31.92,,,,,,
惠州市,2005,36.26,,,,,,
惠州市,2006,44.52,,,,,,
惠州市,2007,62.42,,,,,,
惠州市,2008,73.55,,,,,,
惠州市,2009,87.73,,,,,,
惠州市,2010,106.73,,,,,,
惠州市,2011,123.73,,,,,,
惠州市,2012,141.33,,,,,,
惠州市,2013,164.94,,,,,,
惠州市,2014,220.57,,,,,,
惠州市,2015,275.6,,,,,,
惠州市,2016,302.63,,,,,,
惠州市,2017,373.8,,,,,,
惠州市,2018,431.35,,,,,,
惠州市,2019,500.37,,,,,,
惠州市,2020,203.59,,,,,,
惠州市,2021,217.89,,,,,,
惠州市,2022,164.12,,,,,,
惠州市,2023,,,,,,,
揭阳市,2000,5.75,,,,,,
揭阳市,2001,5.87,,,,,,
揭阳市,2002,10.57,,,,,,
揭阳市,2003,11.32,,,,,,
揭阳市,2004,12.98,,,,,,
揭阳市,2005,14.58,,,,,,
揭阳市,2006,15.8,,,,,,
揭阳市,2007,17.41,,,,,,
揭阳市,2008,20.83,,,,,,
揭阳市,2009,27.26,,,,,,
揭阳市,2010,46.06,,,,,,
揭阳市,2011,63.05,,,,,,
揭阳市,2012,85.07,,,,,,
揭阳市,2013,114.22,,,,,,
揭阳市,2014,153.18,,,,,,
揭阳市,2015,205.84,,,,,,
揭阳市,2016,247.4,,,,,,
揭阳市,2017,290.9,,,,,,
揭阳市,2018,328.4,,,,,,
揭阳市,2019,360.43,,,,,,
揭阳市,2020,35.54,,,,,,
揭阳市,2021,41.39,,,,,,
揭阳市,2022,40.3,,,,,,
揭阳市,2023,,,,,,,
梅州市,2000,4.59,,,,,,
梅州市,2001,8.28,,,,,,
梅州市,2002,10.6,,,,,,
梅州市,2003,11.21,,,,,,
梅州市,2004,16.92,,,,,,
梅州市,2005,19.24,,,,,,
梅州市,2006,22.14,,,,,,
梅州市,2007,28.68,,,,,,
梅州市,2008,34.45,,,,,,
梅州市,2009,48.51,,,,,,
梅州市,2010,70.82,,,,,,
梅州市,2011,113.94,,,,,,
梅州市,2012,147.54,,,,,,
梅州市,2013,197.73,,,,,,
梅州市,2014,251,,,,,,
梅州市,2015,307.09,,,,,,
梅州市,2016,367.81,,,,,,
梅州市,2017,434.75,,,,,,
梅州市,2018,492.74,,,,,,
梅州市,2019,536.52,,,,,,
梅州市,2020,105.73,,,,,,
梅州市,2021,54.38,,,,,,
梅州市,2022,40.39,,,,,,
梅州市,2023,,,,,,,
汕头市,2000,25.36,,,,,,
汕头市,2001,27.88,,,,,,
汕头市,2002,29.27,,,,,,
汕头市,2003,30.24,,,,,,
汕头市,2004,37.72,,,,,,
汕头市,2005,44.34,,,,,,
汕头市,2006,50.24,,,,,,
汕头市,2007,56.92,,,,,,
汕头市,2008,63.38,,,,,,
汕头市,2009,70.94,,,,,,
汕头市,2010,85.07,,,,,,
汕头市,2011,101.12,,,,,,
汕头市,2012,120.6,,,,,,
汕头市,2013,143.65,,,,,,
汕头市,2014,186.56,,,,,,
汕头市,2015,254.61,,,,,,
汕头市,2016,346.12,,,,,,
汕头市,2017,434.59,,,,,,
汕头市,2018,521.32,,,,,,
汕头市,2019,553.91,,,,,,
汕头市,2020,86.06,,,,,,
汕头市,2021,93.99,,,,,,
汕头市,2022,70.38,,,,,,
汕头市,2023,,,,,,,
汕尾市,2000,14.19,,,,,,
汕尾市,2001,14.98,,,,,,
汕尾市,2002,15.22,,,,,,
汕尾市,2003,12.13,,,,,,
汕尾市,2004,12.37,,,,,,
汕尾市,2005,13.19,,,,,,
汕尾市,2006,15.32,,,,,,
汕尾市,2007,16.25,,,,,,
汕尾市,2008,22.48,,,,,,
汕尾市,2009,25.17,,,,,,
汕尾市,2010,41.56,,,,,,
汕尾市,2011,57.25,,,,,,
汕尾市,2012,71.61,,,,,,
汕尾市,2013,81.31,,,,,,
汕尾市,2014,95.36,,,,,,
汕尾市,2015,106.32,,,,,,
汕尾市,2016,120.07,,,,,,
汕尾市,2017,127.81,,,,,,
汕尾市,2018,159.64,,,,,,
汕尾市,2019,169.82,,,,,,
汕尾市,2020,67.97,,,,,,
汕尾市,2021,55.27,,,,,,
汕尾市,2022,43.65,,,,,,
汕尾市,2023,,,,,,,
江门市,2000,30.59,,,,,,
江门市,2001,36.79,,,,,,
江门市,2002,40.72,,,,,,
江门市,2003,35.98,,,,,,
江门市,2004,38.45,,,,,,
江门市,2005,41.02,,,,,,
江门市,2006,43.34,,,,,,
江门市,2007,57,,,,,,
江门市,2008,63.38,,,,,,
江门市,2009,76.09,,,,,,
江门市,2010,87.71,,,,,,
江门市,2011,115.33,,,,,,
江门市,2012,141.12,,,,,,
江门市,2013,173.88,,,,,,
江门市,2014,227.19,,,,,,
江门市,2015,279.81,,,,,,
江门市,2016,337.31,,,,,,
江门市,2017,405.4,,,,,,
江门市,2018,497.29,,,,,,
江门市,2019,568.37,,,,,,
江门市,2020,98.84,,,,,,
江门市,2021,122.72,,,,,,
江门市,2022,93.51,,,,,,
江门市,2023,,,,,,,
河源市,2000,6.42,,,,,,
河源市,2001,8.01,,,,,,
河源市,2002,10.68,,,,,,
河源市,2003,11.67,,,,,,
河源市,2004,13.17,,,,,,
河源市,2005,17.58,,,,,,
河源市,2006,21.61,,,,,,
河源市,2007,26.13,,,,,,
河源市,2008,30.38,,,,,,
河源市,2009,34.82,,,,,,
河源市,2010,45.13,,,,,,
河源市,2011,60.55,,,,,,
河源市,2012,131.84,,,,,,
河源市,2013,152.1,,,,,,
河源市,2014,176.34,,,,,,
河源市,2015,210.13,,,,,,
河源市,2016,236.63,,,,,,
河源市,2017,271.8,,,,,,
河源市,2018,315.34,,,,,,
河源市,2019,354.83,,,,,,
河源市,2020,53.23,,,,,,
河源市,2021,51.03,,,,,,
河源市,2022,40.71,,,,,,
河源市,2023,,,,,,,
深圳市,2000,184.5,,,,,,
深圳市,2001,195.11,,,,,,
深圳市,2002,212.95,,,,,,
深圳市,2003,187.04,,,,,,
深圳市,2004,233.3,,,,,,
深圳市,2005,254.88,,,,,,
深圳市,2006,280,,,,,,
深圳市,2007,311.23,,,,,,
深圳市,2008,329.62,,,,,,
深圳市,2009,355.73,,,,,,
深圳市,2010,412.62,,,,,,
深圳市,2011,494,,,,,,
深圳市,2012,566.52,,,,,,
深圳市,2013,675.39,,,,,,
深圳市,2014,811.09,,,,,,
深圳市,2015,938.23,,,,,,
深圳市,2016,1054.81,,,,,,
深圳市,2017,1148.81,,,,,,
深圳市,2018,1270.44,,,,,,
深圳市,2019,1369.46,,,,,,
深圳市,2020,1318.72,,,,,,
深圳市,2021,1533.46,,,,,,
深圳市,2022,1129.22,,,,,,
深圳市,2023,,,,,,,
清远市,2000,4.75,,,,,,
清远市,2001,5.46,,,,,,
清远市,2002,11.55,,,,,,
