城市,年份,国内旅游人数（万人）
延安市,2014,
延安市,2015,
延安市,2016,
延安市,2017,5055.05
延安市,2018,
延安市,2019,
延安市,2020,
延安市,2021,
延安市,2022,
延安市,2023,
榆林市,2000,
榆林市,2001,
榆林市,2002,220
榆林市,2003,24.2
榆林市,2004,265
榆林市,2005,279
榆林市,2006,292
榆林市,2007,311
榆林市,2008,349.7
榆林市,2009,350
榆林市,2010,530
榆林市,2011,675
榆林市,2012,1170
榆林市,2013,1469.8
榆林市,2014,
榆林市,2015,
榆林市,2016,
榆林市,2017,3226
榆林市,2018,
榆林市,2019,
榆林市,2020,
榆林市,2021,
榆林市,2022,
榆林市,2023,
汉中市,2000,
汉中市,2001,
汉中市,2002,490
汉中市,2003,108.5
汉中市,2004,526
汉中市,2005,565
汉中市,2006,620
汉中市,2007,732
汉中市,2008,820
汉中市,2009,1030
汉中市,2010,1210
汉中市,2011,1504
汉中市,2012,1903
汉中市,2013,2247
汉中市,2014,
汉中市,2015,
汉中市,2016,
汉中市,2017,4235.3
汉中市,2018,
汉中市,2019,
汉中市,2020,
汉中市,2021,
汉中市,2022,
汉中市,2023,
渭南市,2000,
渭南市,2001,
渭南市,2002,425
渭南市,2003,343
渭南市,2004,560
渭南市,2005,600
渭南市,2006,689
渭南市,2007,799
渭南市,2008,899.5
渭南市,2009,1103.5
渭南市,2010,1313.5
渭南市,2011,2039
渭南市,2012,2492.5
渭南市,2013,2900
渭南市,2014,
渭南市,2015,
渭南市,2016,
渭南市,2017,5311.2
渭南市,2018,
渭南市,2019,
渭南市,2020,
渭南市,2021,
渭南市,2022,7000
渭南市,2023,
西安市,2000,1502
西安市,2001,1685
西安市,2002,1984
西安市,2003,1648
西安市,2004,2149
西安市,2005,2423
西安市,2006,2738
西安市,2007,3118
西安市,2008,3232
西安市,2009,3929
西安市,2010,5201
西安市,2011,6553
西安市,2012,7883
西安市,2013,10009
西安市,2014,11210
西安市,2015,
西安市,2016,
西安市,2017,17918
西安市,2018,
西安市,2019,
西安市,2020,
西安市,2021,
西安市,2022,
西安市,2023,
铜川市,2000,163.8
铜川市,2001,194.8
铜川市,2002,212.3
铜川市,2003,240
铜川市,2004,264.1
铜川市,2005,290.6
铜川市,2006,320
铜川市,2007,346
铜川市,2008,367
铜川市,2009,430
铜川市,2010,495
铜川市,2011,560
铜川市,2012,677.4
铜川市,2013,886.4
铜川市,2014,992.9
铜川市,2015,1210.5
铜川市,2016,1392
铜川市,2017,1750.33
铜川市,2018,
铜川市,2019,
铜川市,2020,
铜川市,2021,
铜川市,2022,
铜川市,2023,
海东市,2000,
海东市,2001,
海东市,2002,
海东市,2003,
海东市,2004,
海东市,2005,42
海东市,2006,145
海东市,2007,
海东市,2008,
海东市,2009,
海东市,2010,
海东市,2011,501.6
海东市,2012,580
海东市,2013,678.06
海东市,2014,
海东市,2015,
海东市,2016,
海东市,2017,1161.37
海东市,2018,
海东市,2019,
海东市,2020,1444.88
海东市,2021,
海东市,2022,
海东市,2023,
西宁市,2000,
西宁市,2001,
西宁市,2002,
西宁市,2003,
西宁市,2004,
西宁市,2005,353
西宁市,2006,400
西宁市,2007,685.9
西宁市,2008,
西宁市,2009,
西宁市,2010,886
西宁市,2011,977.9
西宁市,2012,1124.27
西宁市,2013,1303.51
西宁市,2014,
西宁市,2015,1603.13
西宁市,2016,1849.03
西宁市,2017,2134.52
西宁市,2018,2456.84
西宁市,2019,2851.9
西宁市,2020,2152.01
西宁市,2021,2403.16
西宁市,2022,1434.56
西宁市,2023,
七台河市,2000,
七台河市,2001,
七台河市,2002,
七台河市,2003,
七台河市,2004,25
七台河市,2005,30
七台河市,2006,31
七台河市,2007,37
七台河市,2008,43.6
七台河市,2009,49.3
七台河市,2010,45
七台河市,2011,45.3
七台河市,2012,46.1
七台河市,2013,29.8
七台河市,2014,32.5
七台河市,2015,
七台河市,2016,
七台河市,2017,43.683
七台河市,2018,
七台河市,2019,
七台河市,2020,
七台河市,2021,
七台河市,2022,
七台河市,2023,
伊春市,2000,
伊春市,2001,
伊春市,2002,90
伊春市,2003,121
伊春市,2004,201
伊春市,2005,226
伊春市,2006,256
伊春市,2007,301
伊春市,2008,336.7
伊春市,2009,382
伊春市,2010,419.8
伊春市,2011,482
伊春市,2012,543
伊春市,2013,584
伊春市,2014,636.6
伊春市,2015,
伊春市,2016,
伊春市,2017,1257.56
伊春市,2018,
伊春市,2019,
伊春市,2020,
伊春市,2021,
伊春市,2022,
伊春市,2023,
佳木斯市,2000,
佳木斯市,2001,
佳木斯市,2002,18.3
佳木斯市,2003,72
佳木斯市,2004,85
佳木斯市,2005,105
佳木斯市,2006,125
佳木斯市,2007,165
佳木斯市,2008,199
佳木斯市,2009,208
佳木斯市,2010,241
佳木斯市,2011,282
佳木斯市,2012,287
佳木斯市,2013,360.6
佳木斯市,2014,393.1
佳木斯市,2015,454
佳木斯市,2016,502
佳木斯市,2017,550
佳木斯市,2018,728
佳木斯市,2019,979.4
佳木斯市,2020,
佳木斯市,2021,
佳木斯市,2022,
佳木斯市,2023,
双鸭山市,2000,
双鸭山市,2001,
双鸭山市,2002,20
双鸭山市,2003,50
双鸭山市,2004,69
双鸭山市,2005,80
双鸭山市,2006,98
双鸭山市,2007,120
双鸭山市,2008,155
双鸭山市,2009,203
双鸭山市,2010,809
双鸭山市,2011,296.2
双鸭山市,2012,359
双鸭山市,2013,
双鸭山市,2014,
双鸭山市,2015,
双鸭山市,2016,
双鸭山市,2017,547.312
双鸭山市,2018,
双鸭山市,2019,
双鸭山市,2020,
双鸭山市,2021,
双鸭山市,2022,
双鸭山市,2023,
哈尔滨市,2000,
哈尔滨市,2001,
哈尔滨市,2002,1273
哈尔滨市,2003,1345
哈尔滨市,2004,1515
哈尔滨市,2005,1801
哈尔滨市,2006,2167
哈尔滨市,2007,2491
哈尔滨市,2008,2990.1
哈尔滨市,2009,3749
哈尔滨市,2010,4124
哈尔滨市,2011,4358
哈尔滨市,2012,5052
哈尔滨市,2013,4494
哈尔滨市,2014,5392.8
哈尔滨市,2015,6496.2
哈尔滨市,2016,7040.1
哈尔滨市,2017,7688.89
哈尔滨市,2018,8543.7
哈尔滨市,2019,9544.2
哈尔滨市,2020,7823.6
哈尔滨市,2021,9185
哈尔滨市,2022,
哈尔滨市,2023,
大庆市,2000,
大庆市,2001,
大庆市,2002,300
大庆市,2003,396
大庆市,2004,495
大庆市,2005,519
大庆市,2006,589
大庆市,2007,619
大庆市,2008,639.1
大庆市,2009,700
大庆市,2010,743.5
大庆市,2011,915.4
大庆市,2012,1003
大庆市,2013,1207
大庆市,2014,1315.6
大庆市,2015,
大庆市,2016,
大庆市,2017,1251
大庆市,2018,
大庆市,2019,
大庆市,2020,1499.9
大庆市,2021,
大庆市,2022,
大庆市,2023,
牡丹江市,2000,
牡丹江市,2001,
牡丹江市,2002,284
牡丹江市,2003,278
牡丹江市,2004,312
牡丹江市,2005,349
牡丹江市,2006,391
牡丹江市,2007,439
牡丹江市,2008,526.8
牡丹江市,2009,693
牡丹江市,2010,796
牡丹江市,2011,919
牡丹江市,2012,1102.8
牡丹江市,2013,1345
牡丹江市,2014,1466.1
牡丹江市,2015,1413.3
牡丹江市,2016,1786.6
牡丹江市,2017,2206.27
牡丹江市,2018,2316.6
牡丹江市,2019,2581.9
牡丹江市,2020,1102.1
牡丹江市,2021,2695.6
牡丹江市,2022,2965.7
牡丹江市,2023,
绥化市,2000,
绥化市,2001,
绥化市,2002,507
绥化市,2003,78
绥化市,2004,800
绥化市,2005,836
绥化市,2006,97
绥化市,2007,52.6
绥化市,2008,215
绥化市,2009,216
绥化市,2010,76
绥化市,2011,97
绥化市,2012,217.9
绥化市,2013,5.2
绥化市,2014,5.7
绥化市,2015,
绥化市,2016,
绥化市,2017,380
绥化市,2018,
绥化市,2019,
绥化市,2020,
绥化市,2021,
绥化市,2022,
绥化市,2023,
鸡西市,2000,
鸡西市,2001,
鸡西市,2002,181
鸡西市,2003,161
鸡西市,2004,179
鸡西市,2005,200
鸡西市,2006,280
鸡西市,2007,345
鸡西市,2008,403
鸡西市,2009,2000
鸡西市,2010,501
鸡西市,2011,550
鸡西市,2012,602.1
鸡西市,2013,664
鸡西市,2014,723.8
鸡西市,2015,
鸡西市,2016,
鸡西市,2017,
鸡西市,2018,
鸡西市,2019,
鸡西市,2020,
鸡西市,2021,
鸡西市,2022,
鸡西市,2023,
鹤岗市,2000,
鹤岗市,2001,
鹤岗市,2002,36.7
鹤岗市,2003,188
鹤岗市,2004,29
鹤岗市,2005,36
鹤岗市,2006,49
鹤岗市,2007,53.87
鹤岗市,2008,58.2
鹤岗市,2009,
鹤岗市,2010,113.7
鹤岗市,2011,209.1
鹤岗市,2012,318.3
鹤岗市,2013,270.94
鹤岗市,2014,295.3
鹤岗市,2015,329.71
鹤岗市,2016,370.4
鹤岗市,2017,467.509
鹤岗市,2018,
鹤岗市,2019,
鹤岗市,2020,
鹤岗市,2021,
鹤岗市,2022,
鹤岗市,2023,
黑河市,2000,
黑河市,2001,53.6
黑河市,2002,59.04
黑河市,2003,39
黑河市,2004,61.5
黑河市,2005,67.51
黑河市,2006,75
黑河市,2007,82.1
黑河市,2008,122.2
黑河市,2009,191
黑河市,2010,233
黑河市,2011,315.2
黑河市,2012,376.7
黑河市,2013,406.81
黑河市,2014,443.4
黑河市,2015,
黑河市,2016,
黑河市,2017,893.3
黑河市,2018,
黑河市,2019,
黑河市,2020,635.7
黑河市,2021,975.6
黑河市,2022,1037.7
黑河市,2023,
齐齐哈尔市,2000,
齐齐哈尔市,2001,
齐齐哈尔市,2002,519
齐齐哈尔市,2003,580.5
齐齐哈尔市,2004,645
齐齐哈尔市,2005,715
齐齐哈尔市,2006,864
齐齐哈尔市,2007,965.8
齐齐哈尔市,2008,1179
齐齐哈尔市,2009,1450
齐齐哈尔市,2010,1725.7
齐齐哈尔市,2011,2155
齐齐哈尔市,2012,2595.3
齐齐哈尔市,2013,3036.32
齐齐哈尔市,2014,3309.6
齐齐哈尔市,2015,
齐齐哈尔市,2016,
齐齐哈尔市,2017,2449.09
齐齐哈尔市,2018,2718.56
齐齐哈尔市,2019,3045.7
齐齐哈尔市,2020,
齐齐哈尔市,2021,
齐齐哈尔市,2022,
齐齐哈尔市,2023,
