省份,城市,年份,国内旅游人数（万人）,国内旅游收入（亿元）,,,,,,
上海市,上海市,2000,,775,,,,,,
上海市,上海市,2001,,805.78,,,,,,
上海市,上海市,2002,8760.9,993.8,,,,,,
上海市,上海市,2003,7603,1079.8,,,,,,
上海市,上海市,2004,8505,1216.34,,,,,,
上海市,上海市,2005,9012,1308.41,,,,,,
上海市,上海市,2006,9684,1419.94,,,,,,
上海市,上海市,2007,10210,1611.32,,,,,,
上海市,上海市,2008,11006,1612.41,,,,,,
上海市,上海市,2009,12361,1913.8,,,,,,
上海市,上海市,2010,22432,2522.94,,,,,,
上海市,上海市,2011,23079,2786.54,,,,,,
上海市,上海市,2012,25094,3224.39,,,,,,更多数据：请关注公众号 【众鲤数据网】
上海市,上海市,2013,25990.7,2968,,,,,,官方网址：https://zldatas.com
上海市,上海市,2014,26818,2950.13,,,,,,
上海市,上海市,2015,27569.4,3004.73,,,,,,
上海市,上海市,2016,29620.6,3443.93,,,,,,
上海市,上海市,2017,32845.3,4025.13,,,,,,
上海市,上海市,2018,33976.9,4477.15,,,,,,
上海市,上海市,2019,36140.5,4789.3,,,,,,
上海市,上海市,2020,23605.7,2809.5,,,,,,
上海市,上海市,2021,29382.2,3536.53,,,,,,
上海市,上海市,2022,18816.2,2080.14,,,,,,
上海市,上海市,2023,32642.8,3678.11,,,,,,
云南省,临沧市,2000,,,,,,,,
云南省,临沧市,2001,,,,,,,,
云南省,临沧市,2002,59,1.087,,,,,,
云南省,临沧市,2003,63.6,1.0319,,,,,,
云南省,临沧市,2004,84,2.3642,,,,,,
云南省,临沧市,2005,130,13.9083,,,,,,
云南省,临沧市,2006,166,5.1353,,,,,,
云南省,临沧市,2007,223,5.45265,,,,,,
云南省,临沧市,2008,226.5,10.2385,,,,,,
云南省,临沧市,2009,249.1,9.3,,,,,,
云南省,临沧市,2010,268.9,14.49,,,,,,
云南省,临沧市,2011,299.38,17.84,,,,,,
云南省,临沧市,2012,358.1,21.54,,,,,,
云南省,临沧市,2013,436.79,28.6,,,,,,
云南省,临沧市,2014,,,,,,,,
云南省,临沧市,2015,781.33,,,,,,,
云南省,临沧市,2016,1250.6,,,,,,,
云南省,临沧市,2017,1807.24,171.177,,,,,,
云南省,临沧市,2018,2488.11,,,,,,,
云南省,临沧市,2019,3111.38,,,,,,,
云南省,临沧市,2020,1869.81,,,,,,,
云南省,临沧市,2021,2395.6,214,,,,,,
云南省,临沧市,2022,3170.76,252.72,,,,,,
云南省,临沧市,2023,,,,,,,,
云南省,丽江市,2000,,,,,,,,
云南省,丽江市,2001,,,,,,,,
云南省,丽江市,2002,323,19.8867,,,,,,
云南省,丽江市,2003,292.5,27.7856,,,,,,
云南省,丽江市,2004,351,33.869,,,,,,
云南省,丽江市,2005,386,36.0547,,,,,,
云南省,丽江市,2006,429,46.7558,,,,,,
云南省,丽江市,2007,218,8.38088,,,,,,
云南省,丽江市,2008,578.9,59.45,,,,,,
云南省,丽江市,2009,705.6,77,,,,,,
云南省,丽江市,2010,848.8,98.71,,,,,,
云南省,丽江市,2011,1107.93,135.73,,,,,,
云南省,丽江市,2012,1514.4,193,,,,,,
云南省,丽江市,2013,1979.91,256.52,,,,,,
云南省,丽江市,2014,2556.12,353.84,,,,,,
云南省,丽江市,2015,2941.44,453.95,,,,,,
云南省,丽江市,2016,3404.1,578.89,,,,,,
云南省,丽江市,2017,3950.87,788.264,,,,,,
云南省,丽江市,2018,4523.88,,,,,,,
云南省,丽江市,2019,5293.87,,,,,,,
云南省,丽江市,2020,2620.08,508.1,,,,,,
云南省,丽江市,2021,2874.2,382.7,,,,,,
云南省,丽江市,2022,5483.27,681.44,,,,,,
云南省,丽江市,2023,,,,,,,,
云南省,保山市,2000,,,,,,,,
云南省,保山市,2001,,,,,,,,
云南省,保山市,2002,234,5.4558,,,,,,
云南省,保山市,2003,276.6,8.5335,,,,,,
云南省,保山市,2004,344,10.783,,,,,,
云南省,保山市,2005,378,11.7649,,,,,,
云南省,保山市,2006,415,18.1895,,,,,,
云南省,保山市,2007,235,6.41718,,,,,,
云南省,保山市,2008,498,19.4711,,,,,,
云南省,保山市,2009,552.1,22.16,,,,,,
云南省,保山市,2010,611,29.22,,,,,,
云南省,保山市,2011,689.91,38,,,,,,
云南省,保山市,2012,793.24,49,,,,,,
云南省,保山市,2013,937.98,63.15,,,,,,
云南省,保山市,2014,,84.91,,,,,,
云南省,保山市,2015,1264.15,,,,,,,
云南省,保山市,2016,1816.44,169,,,,,,
云南省,保山市,2017,2492.28,258.84,,,,,,
云南省,保山市,2018,2960.77,,,,,,,
云南省,保山市,2019,3579.46,,,,,,,
云南省,保山市,2020,2609.5,266.7,,,,,,
云南省,保山市,2021,3040.8,338.4,,,,,,
云南省,保山市,2022,4036.8,473,,,,,,
云南省,保山市,2023,,,,,,,,
云南省,昆明市,2000,1106,90.4744,,,,,,
云南省,昆明市,2001,1897,128.036,,,,,,
云南省,昆明市,2002,1936,126.363,,,,,,
云南省,昆明市,2003,1549,109.047,,,,,,
云南省,昆明市,2004,1708,126.613,,,,,,
云南省,昆明市,2005,1971,124.084,,,,,,
云南省,昆明市,2006,2169,140.56,,,,,,
云南省,昆明市,2007,2437,153.333,,,,,,
云南省,昆明市,2008,2664,183.234,,,,,,
云南省,昆明市,2009,3037,211.479,,,,,,
云南省,昆明市,2010,3471,268.318,,,,,,
云南省,昆明市,2011,4002,258.67,,,,,,
云南省,昆明市,2012,4581,405.274,,,,,,
云南省,昆明市,2013,5479.06,490.919,,,,,,
云南省,昆明市,2014,6149.45,590.339,,,,,,
云南省,昆明市,2015,6796.91,696.294,,,,,,
云南省,昆明市,2016,9990,1043.79,,,,,,
云南省,昆明市,2017,13208.5,1572.74,,,,,,
云南省,昆明市,2018,15911.2,2134.79,,,,,,
云南省,昆明市,2019,18494.6,2673.16,,,,,,
云南省,昆明市,2020,13631.5,1896.51,,,,,,
云南省,昆明市,2021,17407.9,2386.04,,,,,,
云南省,昆明市,2022,21803.4,2741.56,,,,,,
云南省,昆明市,2023,,,,,,,,
云南省,昭通市,2000,,,,,,,,
云南省,昭通市,2001,,,,,,,,
云南省,昭通市,2002,158,5.1277,,,,,,
云南省,昭通市,2003,129.5,3.2584,,,,,,
云南省,昭通市,2004,194,4.2816,,,,,,
云南省,昭通市,2005,204,8.2841,,,,,,
云南省,昭通市,2006,206,5.4158,,,,,,
云南省,昭通市,2007,455,18.0941,,,,,,
云南省,昭通市,2008,373.6,,,,,,,
云南省,昭通市,2009,475.3,14.99,,,,,,
云南省,昭通市,2010,591.2,20.05,,,,,,
云南省,昭通市,2011,708.7,26.26,,,,,,
云南省,昭通市,2012,1014.61,40.99,,,,,,
云南省,昭通市,2013,1375.79,58.22,,,,,,
云南省,昭通市,2014,,,,,,,,
云南省,昭通市,2015,2065.68,,,,,,,
云南省,昭通市,2016,2489.11,,,,,,,
云南省,昭通市,2017,3278.43,213.27,,,,,,
云南省,昭通市,2018,3821.13,,,,,,,
云南省,昭通市,2019,4385.99,,,,,,,
云南省,昭通市,2020,2718.93,205.48,,,,,,
云南省,昭通市,2021,3256.9,263.8,,,,,,
云南省,昭通市,2022,4697.41,457.2,,,,,,
云南省,昭通市,2023,,,,,,,,
云南省,普洱市,2000,,,,,,,,
云南省,普洱市,2001,,,,,,,,
云南省,普洱市,2002,140,2.2899,,,,,,
云南省,普洱市,2003,209.2,2.6642,,,,,,
云南省,普洱市,2004,249,5.5767,,,,,,
云南省,普洱市,2005,263,7.56,,,,,,
云南省,普洱市,2006,190,6.3358,,,,,,
云南省,普洱市,2007,495,49.2917,,,,,,
云南省,普洱市,2008,234.42,10.6933,,,,,,
云南省,普洱市,2009,304.13,12.74,,,,,,
云南省,普洱市,2010,347.24,16.58,,,,,,
云南省,普洱市,2011,556.43,28.8,,,,,,
云南省,普洱市,2012,819.03,49.8,,,,,,
云南省,普洱市,2013,1128.48,69.91,,,,,,
云南省,普洱市,2014,1312.56,88,,,,,,
云南省,普洱市,2015,1523.05,,,,,,,
云南省,普洱市,2016,2065.62,165.93,,,,,,
云南省,普洱市,2017,2887.61,266.803,,,,,,
云南省,普洱市,2018,3475.81,,,,,,,
云南省,普洱市,2019,4112.74,,,,,,,
云南省,普洱市,2020,2059.3,230.73,,,,,,
云南省,普洱市,2021,2518.6,254.1,,,,,,
云南省,普洱市,2022,4285.59,450.76,,,,,,
云南省,普洱市,2023,,,,,,,,
云南省,曲靖市,2000,,,,,,,,
云南省,曲靖市,2001,,,,,,,,
云南省,曲靖市,2002,378,11.1104,,,,,,
云南省,曲靖市,2003,303.8,8.5287,,,,,,
云南省,曲靖市,2004,443,19.1981,,,,,,
云南省,曲靖市,2005,434,13.5825,,,,,,
云南省,曲靖市,2006,522,21.6163,,,,,,
云南省,曲靖市,2007,565,23.0309,,,,,,
云南省,曲靖市,2008,571.87,27.606,,,,,,
云南省,曲靖市,2009,639.98,37.2,,,,,,
云南省,曲靖市,2010,707.3,43.35,,,,,,
云南省,曲靖市,2011,778.13,46.16,,,,,,
云南省,曲靖市,2012,870.61,63.7,,,,,,
云南省,曲靖市,2013,1025,75.24,,,,,,
云南省,曲靖市,2014,1127.11,,,,,,,
云南省,曲靖市,2015,1335.99,,,,,,,
云南省,曲靖市,2016,1727.57,,,,,,,
云南省,曲靖市,2017,2605.76,280.114,,,,,,
云南省,曲靖市,2018,3923.56,,,,,,,
云南省,曲靖市,2019,4673.11,,,,,,,
云南省,曲靖市,2020,3249.47,,,,,,,
云南省,曲靖市,2021,4300,493.5,,,,,,
云南省,曲靖市,2022,6506.04,661.53,,,,,,
云南省,曲靖市,2023,,,,,,,,
云南省,玉溪市,2000,,,,,,,,
云南省,玉溪市,2001,,,,,,,,
云南省,玉溪市,2002,379,7.4146,,,,,,
云南省,玉溪市,2003,386.3,7.3162,,,,,,
云南省,玉溪市,2004,459,13.9581,,,,,,
云南省,玉溪市,2005,570,11.5899,,,,,,
云南省,玉溪市,2006,641,20.7238,,,,,,
云南省,玉溪市,2007,713,22.5475,,,,,,
云南省,玉溪市,2008,796.89,24.102,,,,,,
云南省,玉溪市,2009,972.99,33.9,,,,,,
云南省,玉溪市,2010,1164.1,40.5445,,,,,,
云南省,玉溪市,2011,1308.63,57.11,,,,,,
云南省,玉溪市,2012,1461.28,70.6,,,,,,
云南省,玉溪市,2013,1756.38,85.6,,,,,,
云南省,玉溪市,2014,2029.95,,,,,,,
云南省,玉溪市,2015,2309.57,,,,,,,
云南省,玉溪市,2016,2710.67,,,,,,,
云南省,玉溪市,2017,3579.98,283.07,,,,,,
云南省,玉溪市,2018,4290.22,,,,,,,
云南省,玉溪市,2019,4716.03,,,,,,,
云南省,玉溪市,2020,3213.84,,,,,,,
云南省,玉溪市,2021,4381.9,387.2,,,,,,
云南省,玉溪市,2022,3862.48,379.61,,,,,,
云南省,玉溪市,2023,,,,,,,,
内蒙古自治区,乌兰察布市,2000,,,,,,,,
内蒙古自治区,乌兰察布市,2001,,,,,,,,
内蒙古自治区,乌兰察布市,2002,110,5.2,,,,,,
内蒙古自治区,乌兰察布市,2003,103,3.03,,,,,,
内蒙古自治区,乌兰察布市,2004,140,4.2,,,,,,
内蒙古自治区,乌兰察布市,2005,201,6.09,,,,,,
内蒙古自治区,乌兰察布市,2006,270,7.69,,,,,,
内蒙古自治区,乌兰察布市,2007,290,11.8,,,,,,
内蒙古自治区,乌兰察布市,2008,330,14.8,,,,,,
内蒙古自治区,乌兰察布市,2009,154.7,12.52,,,,,,
内蒙古自治区,乌兰察布市,2010,174.88,12.67,,,,,,
内蒙古自治区,乌兰察布市,2011,239.43,15.93,,,,,,
内蒙古自治区,乌兰察布市,2012,275.4,25.06,,,,,,
内蒙古自治区,乌兰察布市,2013,327.03,34.53,,,,,,
内蒙古自治区,乌兰察布市,2014,378.2,43.64,,,,,,
内蒙古自治区,乌兰察布市,2015,453.66,56.28,,,,,,
内蒙古自治区,乌兰察布市,2016,550.72,68.49,,,,,,
内蒙古自治区,乌兰察布市,2017,639.68,93.45,,,,,,
内蒙古自治区,乌兰察布市,2018,755.03,120.74,,,,,,
内蒙古自治区,乌兰察布市,2019,1277,198.05,,,,,,
内蒙古自治区,乌兰察布市,2020,1258.66,195.4,,,,,,
内蒙古自治区,乌兰察布市,2021,903.46,58.89,,,,,,
内蒙古自治区,乌兰察布市,2022,751.46,79.68,,,,,,
内蒙古自治区,乌兰察布市,2023,,,,,,,,
内蒙古自治区,乌海市,2000,,,,,,,,
内蒙古自治区,乌海市,2001,,,,,,,,
内蒙古自治区,乌海市,2002,,,,,,,,
内蒙古自治区,乌海市,2003,0.5,0,,,,,,
内蒙古自治区,乌海市,2004,15,2.12,,,,,,
内蒙古自治区,乌海市,2005,20,0.62,,,,,,
内蒙古自治区,乌海市,2006,31,0.64,,,,,,
内蒙古自治区,乌海市,2007,57,0.7,,,,,,
内蒙古自治区,乌海市,2008,42.5,0.76,,,,,,
内蒙古自治区,乌海市,2009,66.3,5.43,,,,,,
内蒙古自治区,乌海市,2010,93.33,8.86,,,,,,
内蒙古自治区,乌海市,2011,109.77,14.11,,,,,,
内蒙古自治区,乌海市,2012,129.55,16.55,,,,,,
内蒙古自治区,乌海市,2013,145.53,20.33,,,,,,
内蒙古自治区,乌海市,2014,164.22,25.84,,,,,,
内蒙古自治区,乌海市,2015,184.88,32.94,,,,,,
内蒙古自治区,乌海市,2016,209.64,39.77,,,,,,
内蒙古自治区,乌海市,2017,293.11,64.61,,,,,,
内蒙古自治区,乌海市,2018,301.42,68.84,,,,,,
内蒙古自治区,乌海市,2019,582.37,87.45,,,,,,
内蒙古自治区,乌海市,2020,429.08,57.09,,,,,,
内蒙古自治区,乌海市,2021,442.71,37.7,,,,,,
内蒙古自治区,乌海市,2022,337.79,33.49,,,,,,
内蒙古自治区,乌海市,2023,,,,,,,,
内蒙古自治区,包头市,2000,,,,,,,,
内蒙古自治区,包头市,2001,,,,,,,,
内蒙古自治区,包头市,2002,176,12.58,,,,,,
内蒙古自治区,包头市,2003,151,15.57,,,,,,
内蒙古自治区,包头市,2004,233,23.45,,,,,,
内蒙古自治区,包头市,2005,294,27.15,,,,,,
内蒙古自治区,包头市,2006,366,39.78,,,,,,
内蒙古自治区,包头市,2007,419,52.49,,,,,,
内蒙古自治区,包头市,2008,438,62.3,,,,,,
内蒙古自治区,包头市,2009,525,94.93,,,,,,
内蒙古自治区,包头市,2010,601.51,109.14,,,,,,
内蒙古自治区,包头市,2011,700.93,123.34,,,,,,
内蒙古自治区,包头市,2012,769.33,153.59,,,,,,
内蒙古自治区,包头市,2013,842.3,205.86,,,,,,
内蒙古自治区,包头市,2014,934.74,260.32,,,,,,
内蒙古自治区,包头市,2015,1036.16,322.41,,,,,,
内蒙古自治区,包头市,2016,1209.25,398.44,,,,,,
内蒙古自治区,包头市,2017,1427.63,502.21,,,,,,
内蒙古自治区,包头市,2018,1596.12,577.02,,,,,,
内蒙古自治区,包头市,2019,2239.54,620.17,,,,,,
内蒙古自治区,包头市,2020,1185.62,234.61,,,,,,
内蒙古自治区,包头市,2021,1705.28,152.03,,,,,,
内蒙古自治区,包头市,2022,1042.4,104.29,,,,,,
内蒙古自治区,包头市,2023,,,,,,,,
内蒙古自治区,呼伦贝尔市,2000,,,,,,,,
内蒙古自治区,呼伦贝尔市,2001,,,,,,,,
内蒙古自治区,呼伦贝尔市,2002,158,17.28,,,,,,
内蒙古自治区,呼伦贝尔市,2003,155.8,13.64,,,,,,
内蒙古自治区,呼伦贝尔市,2004,245,23.47,,,,,,
内蒙古自治区,呼伦贝尔市,2005,313,30.61,,,,,,
内蒙古自治区,呼伦贝尔市,2006,361,39.67,,,,,,
内蒙古自治区,呼伦贝尔市,2007,419,53.13,,,,,,
内蒙古自治区,呼伦贝尔市,2008,547,76.5,,,,,,
内蒙古自治区,呼伦贝尔市,2009,710.2,104.89,,,,,,
内蒙古自治区,呼伦贝尔市,2010,737.39,113.81,,,,,,
内蒙古自治区,呼伦贝尔市,2011,842.13,128.18,,,,,,
内蒙古自治区,呼伦贝尔市,2012,946.31,191.68,,,,,,
内蒙古自治区,呼伦贝尔市,2013,1076.19,251.33,,,,,,
内蒙古自治区,呼伦贝尔市,2014,1227.84,338.96,,,,,,
内蒙古自治区,呼伦贝尔市,2015,1361.53,425.31,,,,,,
内蒙古自治区,呼伦贝尔市,2016,1486.32,478.99,,,,,,
内蒙古自治区,呼伦贝尔市,2017,1649.54,574.13,,,,,,
内蒙古自治区,呼伦贝尔市,2018,1792.94,650.03,,,,,,
内蒙古自治区,呼伦贝尔市,2019,2152.78,677.02,,,,,,
内蒙古自治区,呼伦贝尔市,2020,781.16,192.18,,,,,,
内蒙古自治区,呼伦贝尔市,2021,1383.99,184.99,,,,,,
内蒙古自治区,呼伦贝尔市,2022,1268.99,163.67,,,,,,
内蒙古自治区,呼伦贝尔市,2023,,,,,,,,
内蒙古自治区,呼和浩特市,2000,,,,,,,,
内蒙古自治区,呼和浩特市,2001,,,,,,,,
内蒙古自治区,呼和浩特市,2002,189,18.51,,,,,,
内蒙古自治区,呼和浩特市,2003,185.5,25.72,,,,,,
内蒙古自治区,呼和浩特市,2004,259,29.37,,,,,,
内蒙古自治区,呼和浩特市,2005,392,45.9,,,,,,
内蒙古自治区,呼和浩特市,2006,483,67.04,,,,,,
内蒙古自治区,呼和浩特市,2007,614,90.26,,,,,,
内蒙古自治区,呼和浩特市,2008,636.4,103.28,,,,,,
内蒙古自治区,呼和浩特市,2009,708.7,136.28,,,,,,
内蒙古自治区,呼和浩特市,2010,827.79,171.18,,,,,,
内蒙古自治区,呼和浩特市,2011,931.9,207.92,,,,,,
内蒙古自治区,呼和浩特市,2012,1028.92,245.4,,,,,,
内蒙古自治区,呼和浩特市,2013,1158.5,285.45,,,,,,
内蒙古自治区,呼和浩特市,2014,1292.44,373.25,,,,,,
内蒙古自治区,呼和浩特市,2015,1412.18,461.89,,,,,,
内蒙古自治区,呼和浩特市,2016,1621.23,564.07,,,,,,
内蒙古自治区,呼和浩特市,2017,1915.58,732.22,,,,,,
内蒙古自治区,呼和浩特市,2018,2236.62,886.93,,,,,,
内蒙古自治区,呼和浩特市,2019,3194.87,935.8,,,,,,
内蒙古自治区,呼和浩特市,2020,1820.36,408.74,,,,,,
内蒙古自治区,呼和浩特市,2021,2638.5,302.13,,,,,,
内蒙古自治区,呼和浩特市,2022,1399.01,157.56,,,,,,
内蒙古自治区,呼和浩特市,2023,,,,,,,,
内蒙古自治区,巴彦淖尔市,2000,,,,,,,,
内蒙古自治区,巴彦淖尔市,2001,,,,,,,,
内蒙古自治区,巴彦淖尔市,2002,35,1.07,,,,,,
内蒙古自治区,巴彦淖尔市,2003,30,1.14,,,,,,
内蒙古自治区,巴彦淖尔市,2004,78,1.29,,,,,,
内蒙古自治区,巴彦淖尔市,2005,94,1.54,,,,,,
内蒙古自治区,巴彦淖尔市,2006,111,1.84,,,,,,
内蒙古自治区,巴彦淖尔市,2007,136,2.25,,,,,,
内蒙古自治区,巴彦淖尔市,2008,111.7,12.95,,,,,,
内蒙古自治区,巴彦淖尔市,2009,104.7,9.66,,,,,,
内蒙古自治区,巴彦淖尔市,2010,110.06,11.88,,,,,,
内蒙古自治区,巴彦淖尔市,2011,125.42,13.33,,,,,,
内蒙古自治区,巴彦淖尔市,2012,137.78,16.98,,,,,,
内蒙古自治区,巴彦淖尔市,2013,152.74,20.75,,,,,,
内蒙古自治区,巴彦淖尔市,2014,170.97,26.79,,,,,,
内蒙古自治区,巴彦淖尔市,2015,190.98,34.82,,,,,,
内蒙古自治区,巴彦淖尔市,2016,228.4,40.33,,,,,,
内蒙古自治区,巴彦淖尔市,2017,319.55,58.45,,,,,,
内蒙古自治区,巴彦淖尔市,2018,347.72,66.78,,,,,,
内蒙古自治区,巴彦淖尔市,2019,888.95,116.88,,,,,,
内蒙古自治区,巴彦淖尔市,2020,658.1,96.21,,,,,,
内蒙古自治区,巴彦淖尔市,2021,697.69,55.38,,,,,,
内蒙古自治区,巴彦淖尔市,2022,348.97,33.93,,,,,,
内蒙古自治区,巴彦淖尔市,2023,,,,,,,,
内蒙古自治区,赤峰市,2000,,,,,,,,
内蒙古自治区,赤峰市,2001,,,,,,,,
内蒙古自治区,赤峰市,2002,102,5.42,,,,,,
内蒙古自治区,赤峰市,2003,104,5.78,,,,,,
内蒙古自治区,赤峰市,2004,309,12.6,,,,,,
内蒙古自治区,赤峰市,2005,339,25.4,,,,,,
内蒙古自治区,赤峰市,2006,368,31.3,,,,,,
内蒙古自治区,赤峰市,2007,410,40.09,,,,,,
内蒙古自治区,赤峰市,2008,469.4,49.12,,,,,,
内蒙古自治区,赤峰市,2009,342.8,52.65,,,,,,
内蒙古自治区,赤峰市,2010,383.88,54.1,,,,,,
内蒙古自治区,赤峰市,2011,450.54,66.18,,,,,,
内蒙古自治区,赤峰市,2012,508.19,88.22,,,,,,
内蒙古自治区,赤峰市,2013,569.54,103.52,,,,,,
内蒙古自治区,赤峰市,2014,637.17,133.24,,,,,,
内蒙古自治区,赤峰市,2015,710.32,170.39,,,,,,
内蒙古自治区,赤峰市,2016,865.9,209.88,,,,,,
内蒙古自治区,赤峰市,2017,1132.45,290.55,,,,,,
内蒙古自治区,赤峰市,2018,1320.31,343.72,,,,,,
内蒙古自治区,赤峰市,2019,1983.01,418.62,,,,,,
内蒙古自治区,赤峰市,2020,1383.92,266.13,,,,,,
内蒙古自治区,赤峰市,2021,1616.02,162.69,,,,,,
内蒙古自治区,赤峰市,2022,949.55,107.68,,,,,,
内蒙古自治区,赤峰市,2023,,,,,,,,
内蒙古自治区,通辽市,2000,,,,,,,,
内蒙古自治区,通辽市,2001,,,,,,,,
内蒙古自治区,通辽市,2002,97,1.95,,,,,,
内蒙古自治区,通辽市,2003,91,6.3,,,,,,
内蒙古自治区,通辽市,2004,109,6.68,,,,,,
内蒙古自治区,通辽市,2005,155,10.7,,,,,,
内蒙古自治区,通辽市,2006,191,16.26,,,,,,
内蒙古自治区,通辽市,2007,201,24.3,,,,,,
内蒙古自治区,通辽市,2008,370.7,39.6,,,,,,
内蒙古自治区,通辽市,2009,239.2,36.31,,,,,,
内蒙古自治区,通辽市,2010,248.01,37.44,,,,,,
内蒙古自治区,通辽市,2011,270.05,44.25,,,,,,
内蒙古自治区,通辽市,2012,305.24,48.72,,,,,,
内蒙古自治区,通辽市,2013,333.7,56.48,,,,,,
内蒙古自治区,通辽市,2014,364.09,72.66,,,,,,
内蒙古自治区,通辽市,2015,444.51,92.16,,,,,,
内蒙古自治区,通辽市,2016,540.8,132.01,,,,,,
内蒙古自治区,通辽市,2017,642.18,158.33,,,,,,
内蒙古自治区,通辽市,2018,758.32,197.11,,,,,,
内蒙古自治区,通辽市,2019,1294.08,265.55,,,,,,
内蒙古自治区,通辽市,2020,1158.32,223.11,,,,,,
内蒙古自治区,通辽市,2021,1066.73,86.58,,,,,,
内蒙古自治区,通辽市,2022,720.04,77.31,,,,,,
内蒙古自治区,通辽市,2023,,,,,,,,
内蒙古自治区,鄂尔多斯市,2000,,,,,,,,
内蒙古自治区,鄂尔多斯市,2001,,,,,,,,
内蒙古自治区,鄂尔多斯市,2002,123,5.6,,,,,,
内蒙古自治区,鄂尔多斯市,2003,130,7.03,,,,,,
内蒙古自治区,鄂尔多斯市,2004,225,9.6,,,,,,
内蒙古自治区,鄂尔多斯市,2005,310,18.63,,,,,,
内蒙古自治区,鄂尔多斯市,2006,380,23,,,,,,
内蒙古自治区,鄂尔多斯市,2007,437,38.1,,,,,,
内蒙古自治区,鄂尔多斯市,2008,498,50.8,,,,,,
内蒙古自治区,鄂尔多斯市,2009,368.7,54.1,,,,,,
内蒙古自治区,鄂尔多斯市,2010,442.57,68.51,,,,,,
内蒙古自治区,鄂尔多斯市,2011,503.11,93.96,,,,,,
内蒙古自治区,鄂尔多斯市,2012,589.48,124.2,,,,,,
内蒙古自治区,鄂尔多斯市,2013,647.57,151.03,,,,,,
内蒙古自治区,鄂尔多斯市,2014,711.46,195.59,,,,,,
内蒙古自治区,鄂尔多斯市,2015,865.1,254.19,,,,,,
内蒙古自治区,鄂尔多斯市,2016,1037.1,300.38,,,,,,
内蒙古自治区,鄂尔多斯市,2017,1225.11,376.44,,,,,,
内蒙古自治区,鄂尔多斯市,2018,1412.25,459.44,,,,,,
内蒙古自治区,鄂尔多斯市,2019,2273.13,583.89,,,,,,
内蒙古自治区,鄂尔多斯市,2020,1580.84,320.59,,,,,,
内蒙古自治区,鄂尔多斯市,2021,2185.31,190.39,,,,,,
内蒙古自治区,鄂尔多斯市,2022,1123.54,116.61,,,,,,
内蒙古自治区,鄂尔多斯市,2023,,,,,,,,
北京市,北京市,2000,10186,683,,,,,,
北京市,北京市,2001,11007,887.7,,,,,,
北京市,北京市,2002,11500,930,,,,,,
北京市,北京市,2003,8700,706,,,,,,
北京市,北京市,2004,11950,1145,,,,,,
北京市,北京市,2005,12500,1300,,,,,,
北京市,北京市,2006,13200,1482.7,,,,,,
北京市,北京市,2007,14280,1753.6,,,,,,
北京市,北京市,2008,14181,1907,,,,,,
北京市,北京市,2009,16257,2144.5,,,,,,
北京市,北京市,2010,17900,2425.1,,,,,,
北京市,北京市,2011,20884,2864.3,,,,,,
北京市,北京市,2012,22633.7,3301.3,,,,,,
北京市,北京市,2013,24738.8,3666.25,,,,,,
北京市,北京市,2014,25722.2,3996.98,,,,,,
北京市,北京市,2015,26859,4320.3,,,,,,
北京市,北京市,2016,28115,4683,,,,,,
北京市,北京市,2017,29353.6,5122.4,,,,,,
北京市,北京市,2018,30693.2,5556.17,,,,,,
北京市,北京市,2019,31833,5866.2,,,,,,
北京市,北京市,2020,18352.4,2880.92,,,,,,
北京市,北京市,2021,25488.3,4138.47,,,,,,
北京市,北京市,2022,18206.7,2490.92,,,,,,
北京市,北京市,2023,32700,5731.2,,,,,,
吉林省,吉林市,2000,,,,,,,,
吉林省,吉林市,2001,,,,,,,,
吉林省,吉林市,2002,753.7,23.88,,,,,,
吉林省,吉林市,2003,706.2,30.15,,,,,,
吉林省,吉林市,2004,757.53,41.07,,,,,,
吉林省,吉林市,2005,814.67,48.89,,,,,,
吉林省,吉林市,2006,893.86,56.01,,,,,,
吉林省,吉林市,2007,1027.48,72.5,,,,,,
吉林省,吉林市,2008,1215.87,92.8,,,,,,
吉林省,吉林市,2009,1469.52,124.54,,,,,,
吉林省,吉林市,2010,1762.4,164.29,,,,,,
吉林省,吉林市,2011,2042.46,215,,,,,,
吉林省,吉林市,2012,2389.68,271.14,,,,,,
吉林省,吉林市,2013,2761.59,340.95,,,,,,
吉林省,吉林市,2014,3242.38,421.93,,,,,,
吉林省,吉林市,2015,3798.12,533.4,,,,,,
吉林省,吉林市,2016,4465.43,675.39,,,,,,
吉林省,吉林市,2017,5070.8,798.2,,,,,,
吉林省,吉林市,2018,5932.9,1001.01,,,,,,
吉林省,吉林市,2019,7345,1184.42,,,,,,
吉林省,吉林市,2020,3730,547.16,,,,,,
吉林省,吉林市,2021,3785,909.75,,,,,,
吉林省,吉林市,2022,1680.7,236.48,,,,,,
吉林省,吉林市,2023,,,,,,,,
吉林省,四平市,2000,,,,,,,,
吉林省,四平市,2001,,,,,,,,
吉林省,四平市,2002,50.6,1.86,,,,,,
吉林省,四平市,2003,46.6,2.06,,,,,,
吉林省,四平市,2004,52.19,3.08,,,,,,
吉林省,四平市,2005,55.11,3.45,,,,,,
吉林省,四平市,2006,60.51,3.92,,,,,,
吉林省,四平市,2007,71.14,5.44,,,,,,
吉林省,四平市,2008,87.21,7.5,,,,,,
吉林省,四平市,2009,104.22,9.73,,,,,,
吉林省,四平市,2010,123.2,12.3,,,,,,
吉林省,四平市,2011,144.17,15.68,,,,,,
