省份,城市,年份,国内旅游人数（万人）,国内旅游收入（亿元）,,,,,,
山东省,泰安市,2016,6239.7,,,,,,,
山东省,泰安市,2017,6855.44,722.72,,,,,,
山东省,泰安市,2018,7549.4,790,,,,,,
山东省,泰安市,2019,,894.4,,,,,,
山东省,泰安市,2020,,482,,,,,,
山东省,泰安市,2021,,,,,,,,
山东省,泰安市,2022,5163.9,479.3,,,,,,
山东省,泰安市,2023,,,,,,,,
山东省,济南市,2000,731.7,,,,,,,
山东省,济南市,2001,835.6,,,,,,,
山东省,济南市,2002,1012.6,75.67,,,,,,
山东省,济南市,2003,948,69.98,,,,,,
山东省,济南市,2004,,,,,,,,
山东省,济南市,2005,1415,118.7,,,,,,
山东省,济南市,2006,1708,142.2,,,,,,
山东省,济南市,2007,1989.8,172.5,,,,,,
山东省,济南市,2008,2300.3,204.8,,,,,,
山东省,济南市,2009,2823,250.1,,,,,,
山东省,济南市,2010,3365.2,306.3,,,,,,
山东省,济南市,2011,3979.5,373.7,,,,,,
山东省,济南市,2012,4636.3,451.67,,,,,,
山东省,济南市,2013,5095.79,519.5,,,,,,
山东省,济南市,2014,5503.5,588.2,,,,,,
山东省,济南市,2015,6061,670.5,,,,,,
山东省,济南市,2016,6583.3,762.9,,,,,,
山东省,济南市,2017,7248.06,875.31,,,,,,
山东省,济南市,2018,7967.8,1054.7,,,,,,
山东省,济南市,2019,9980.3,1266.9,,,,,,
山东省,济南市,2020,6037.9,700.5,,,,,,
山东省,济南市,2021,,,,,,,,
山东省,济南市,2022,6565.6,711.6,,,,,,
山东省,济南市,2023,,,,,,,,
山东省,济宁市,2000,,,,,,,,
山东省,济宁市,2001,,,,,,,,
山东省,济宁市,2002,806,39.31,,,,,,
山东省,济宁市,2003,708.6,35.08,,,,,,
山东省,济宁市,2004,1016.23,,,,,,,
山东省,济宁市,2005,1214.4,78.7,,,,,,
山东省,济宁市,2006,1459,98.1,,,,,,
山东省,济宁市,2007,1778.4,121.9,,,,,,
山东省,济宁市,2008,2059.2,146.5,,,,,,
山东省,济宁市,2009,2444,176.9,,,,,,
山东省,济宁市,2010,2989.5,221.9,,,,,,
山东省,济宁市,2011,3617.9,275,,,,,,
山东省,济宁市,2012,4201.01,330.55,,,,,,
山东省,济宁市,2013,4700.51,382.71,,,,,,
山东省,济宁市,2014,5152.68,435.1,,,,,,
山东省,济宁市,2015,5618.71,495.82,,,,,,
山东省,济宁市,2016,6098.51,563.51,,,,,,
山东省,济宁市,2017,6728.21,646.171,,,,,,
山东省,济宁市,2018,7341.74,,,,,,,
山东省,济宁市,2019,8012.41,,,,,,,
山东省,济宁市,2020,5014.5,453,,,,,,
山东省,济宁市,2021,6372.21,,,,,,,
山东省,济宁市,2022,5083.02,,,,,,,
山东省,济宁市,2023,,,,,,,,
山东省,淄博市,2000,444.85,19.5,,,,,,
山东省,淄博市,2001,507.5,24.48,,,,,,
山东省,淄博市,2002,583.61,31.57,,,,,,
山东省,淄博市,2003,595.84,31.55,,,,,,
山东省,淄博市,2004,771.53,47.52,,,,,,
山东省,淄博市,2005,928.57,63.6,,,,,,
山东省,淄博市,2006,1097,76.43,,,,,,
山东省,淄博市,2007,1324.82,96.51,,,,,,
山东省,淄博市,2008,1650.59,123.98,,,,,,
山东省,淄博市,2009,2056.98,158.12,,,,,,
山东省,淄博市,2010,2544.2,207.38,,,,,,
山东省,淄博市,2011,3064.21,255.17,,,,,,
山东省,淄博市,2012,3496.58,302.85,,,,,,
山东省,淄博市,2013,3815.82,345.96,,,,,,
山东省,淄博市,2014,4146.7,389.6,,,,,,
山东省,淄博市,2015,4489.25,442.6,,,,,,
山东省,淄博市,2016,4865.41,503.61,,,,,,
山东省,淄博市,2017,5341.1,579.21,,,,,,
山东省,淄博市,2018,5857.94,658.12,,,,,,
山东省,淄博市,2019,6370.33,739.7,,,,,,
山东省,淄博市,2020,3913.3,406.1,,,,,,
山东省,淄博市,2021,,,,,,,,
山东省,淄博市,2022,3648.6,,,,,,,
山东省,淄博市,2023,,,,,,,,
山东省,滨州市,2000,,,,,,,,
山东省,滨州市,2001,,4.15,,,,,,
山东省,滨州市,2002,134.5,6.82,,,,,,
山东省,滨州市,2003,197.6,11.17,,,,,,
山东省,滨州市,2004,,12.73,,,,,,
山东省,滨州市,2005,241.07,14.24,,,,,,
山东省,滨州市,2006,289,16.85,,,,,,
山东省,滨州市,2007,341.8,20.6,,,,,,
山东省,滨州市,2008,420.7,26.22,,,,,,
山东省,滨州市,2009,522.97,33.29,,,,,,
山东省,滨州市,2010,661.39,43.27,,,,,,
山东省,滨州市,2011,812.1,55.4,,,,,,
山东省,滨州市,2012,995.8,69.57,,,,,,
山东省,滨州市,2013,1117.77,80.49,,,,,,
山东省,滨州市,2014,1255.58,92.6,,,,,,
山东省,滨州市,2015,1389.54,105.4,,,,,,
山东省,滨州市,2016,1510.13,120.18,,,,,,
山东省,滨州市,2017,1696.47,138.23,,,,,,
山东省,滨州市,2018,1832.74,159.22,,,,,,
山东省,滨州市,2019,1998.41,179.9,,,,,,
山东省,滨州市,2020,1133.31,92.96,,,,,,
山东省,滨州市,2021,30845,0.18,,,,,,
山东省,滨州市,2022,,,,,,,,
山东省,滨州市,2023,,,,,,,,
山东省,潍坊市,2000,,,,,,,,
山东省,潍坊市,2001,574.2,,,,,,,
山东省,潍坊市,2002,662.1,32.95,,,,,,
山东省,潍坊市,2003,593.5,32.19,,,,,,
山东省,潍坊市,2004,771.4,,,,,,,
山东省,潍坊市,2005,886.5,51.1,,,,,,
山东省,潍坊市,2006,1037.9,61.9,,,,,,
山东省,潍坊市,2007,1413.6,95.9,,,,,,
山东省,潍坊市,2008,1869.3,143.6,,,,,,
山东省,潍坊市,2009,2313.4,181.4,,,,,,
山东省,潍坊市,2010,2945.46,236.951,,,,,,
山东省,潍坊市,2011,3602.62,302.095,,,,,,
山东省,潍坊市,2012,4221.2,368.62,,,,,,
山东省,潍坊市,2013,4701.75,426.712,,,,,,
山东省,潍坊市,2014,5163.1,486.226,,,,,,
山东省,潍坊市,2015,5596.22,552.952,,,,,,
山东省,潍坊市,2016,6080.29,629.34,,,,,,
山东省,潍坊市,2017,6770.72,722.42,,,,,,
山东省,潍坊市,2018,7550.22,823.75,,,,,,
山东省,潍坊市,2019,8213.5,911.68,,,,,,
山东省,潍坊市,2020,5095.7,508.8,,,,,,
山东省,潍坊市,2021,6455,716.1,,,,,,
山东省,潍坊市,2022,,,,,,,,
山东省,潍坊市,2023,,,,,,,,
山东省,烟台市,2000,755.6,,,,,,,
山东省,烟台市,2001,922.54,,,,,,,
山东省,烟台市,2002,1066.16,71.62,,,,,,
山东省,烟台市,2003,921.61,65.29,,,,,,
山东省,烟台市,2004,1177.48,,,,,,,
山东省,烟台市,2005,1436.05,106.7,,,,,,
山东省,烟台市,2006,1693.67,134.6,,,,,,
山东省,烟台市,2007,1998.96,168.9,,,,,,
山东省,烟台市,2008,2345.95,209.9,,,,,,
山东省,烟台市,2009,2762.73,252.12,,,,,,
山东省,烟台市,2010,3271.53,306.2,,,,,,
山东省,烟台市,2011,3862.78,373.41,,,,,,
山东省,烟台市,2012,4449.97,445.11,,,,,,
山东省,烟台市,2013,4951.53,514.37,,,,,,
山东省,烟台市,2014,5426.9,585,,,,,,
山东省,烟台市,2015,5942.33,665.16,,,,,,
山东省,烟台市,2016,6448.32,756.34,,,,,,
山东省,烟台市,2017,7093.57,870.14,,,,,,
山东省,烟台市,2018,8001.34,982.39,,,,,,
山东省,烟台市,2019,8624.41,1177.76,,,,,,
山东省,烟台市,2020,5337.87,622.95,,,,,,
山东省,烟台市,2021,6501.21,859.16,,,,,,
山东省,烟台市,2022,5310.42,637.31,,,,,,
山东省,烟台市,2023,,,,,,,,
山东省,聊城市,2000,,,,,,,,
山东省,聊城市,2001,,,,,,,,
山东省,聊城市,2002,319.1,14.83,,,,,,
山东省,聊城市,2003,262.7,12.48,,,,,,
山东省,聊城市,2004,,,,,,,,
山东省,聊城市,2005,446,21.6,,,,,,
山东省,聊城市,2006,496,24.8,,,,,,
山东省,聊城市,2007,565.5,28.94,,,,,,
山东省,聊城市,2008,643.5,33.9,,,,,,
山东省,聊城市,2009,733.6,40.2,,,,,,
山东省,聊城市,2010,872.4,50.2,,,,,,
山东省,聊城市,2011,1057.4,62.9,,,,,,
山东省,聊城市,2012,1357.2,85.31,,,,,,
山东省,聊城市,2013,1540.38,100.08,,,,,,
山东省,聊城市,2014,1663.6,114.1,,,,,,
山东省,聊城市,2015,1862.7,130.2,,,,,,
山东省,聊城市,2016,,,,,,,,
山东省,聊城市,2017,2271.36,171.08,,,,,,
山东省,聊城市,2018,,,,,,,,
山东省,聊城市,2019,,,,,,,,
山东省,聊城市,2020,,,,,,,,
山东省,聊城市,2021,,,,,,,,
山东省,聊城市,2022,1783.63,129.8,,,,,,
山东省,聊城市,2023,,,,,,,,
山东省,菏泽市,2000,,,,,,,,
山东省,菏泽市,2001,,,,,,,,
山东省,菏泽市,2002,159.8,6.4754,,,,,,
山东省,菏泽市,2003,136.1,5.82,,,,,,
山东省,菏泽市,2004,,,,,,,,
山东省,菏泽市,2005,217,10.1,,,,,,
山东省,菏泽市,2006,252,12,,,,,,
山东省,菏泽市,2007,304.7,14.9,,,,,,
山东省,菏泽市,2008,395.6,19.9,,,,,,
山东省,菏泽市,2009,512.3,27.3,,,,,,
山东省,菏泽市,2010,667.8,36.1,,,,,,
山东省,菏泽市,2011,816.5,46,,,,,,
山东省,菏泽市,2012,1099,65.21,,,,,,
山东省,菏泽市,2013,1265.51,78.32,,,,,,
山东省,菏泽市,2014,1366.8,,,,,,,
山东省,菏泽市,2015,,,,,,,,
山东省,菏泽市,2016,,,,,,,,
山东省,菏泽市,2017,1955.67,138.44,,,,,,
山东省,菏泽市,2018,2139.17,185.93,,,,,,
山东省,菏泽市,2019,2365.33,208.3,,,,,,
山东省,菏泽市,2020,1551.3,124.2,,,,,,
山东省,菏泽市,2021,1920.2,176.8,,,,,,
山东省,菏泽市,2022,,,,,,,,
山东省,菏泽市,2023,,,,,,,,
山东省,青岛市,2000,1285.06,88.18,,,,,,
山东省,青岛市,2001,1519.13,102.84,,,,,,
山东省,青岛市,2002,1794.9,130.62,,,,,,
山东省,青岛市,2003,1654.57,121.9,,,,,,
山东省,青岛市,2004,2157.44,183.79,,,,,,
山东省,青岛市,2005,2449.03,222.59,,,,,,
山东省,青岛市,2006,2800.83,281.79,,,,,,
山东省,青岛市,2007,3258.78,350.09,,,,,,
山东省,青岛市,2008,3389.53,385.52,,,,,,
山东省,青岛市,2009,3903.42,451.42,,,,,,
山东省,青岛市,2010,4396.65,540.07,,,,,,
山东省,青岛市,2011,4956.11,637.34,,,,,,
山东省,青岛市,2012,5591,756,,,,,,
山东省,青岛市,2013,6161,886,,,,,,
山东省,青岛市,2014,6716,1011,,,,,,
山东省,青岛市,2015,7322,1133,,,,,,
山东省,青岛市,2016,7940,1284,,,,,,
山东省,青岛市,2017,8672,1468,,,,,,
山东省,青岛市,2018,9848.94,1650.99,,,,,,
山东省,青岛市,2019,11132.6,1897.2,,,,,,
山东省,青岛市,2020,6293.5,1010.7,,,,,,
山东省,青岛市,2021,8198.9,1411,,,,,,
山东省,青岛市,2022,6581.3,1006.4,,,,,,
山东省,青岛市,2023,,,,,,,,
山西省,临汾市,2000,,,,,,,,
山西省,临汾市,2001,,6.7,,,,,,
山西省,临汾市,2002,286,8.4,,,,,,
山西省,临汾市,2003,279,7.81,,,,,,
山西省,临汾市,2004,509,14.28,,,,,,
山西省,临汾市,2005,616,23.45,,,,,,
山西省,临汾市,2006,757,33.4,,,,,,
山西省,临汾市,2007,836.4,52.28,,,,,,
山西省,临汾市,2008,921.3,67.49,,,,,,
山西省,临汾市,2009,988.5,78.4,,,,,,
山西省,临汾市,2010,1172.2,97.36,,,,,,
山西省,临汾市,2011,1365.3,119.83,,,,,,
山西省,临汾市,2012,1739.8,157.98,,,,,,
山西省,临汾市,2013,2134.38,192.83,,,,,,
山西省,临汾市,2014,2626.7,241.44,,,,,,
山西省,临汾市,2015,3176,294.02,,,,,,
山西省,临汾市,2016,4024.1,374.14,,,,,,
山西省,临汾市,2017,5251.37,482.93,,,,,,
山西省,临汾市,2018,6876,632.9,,,,,,
山西省,临汾市,2019,8342.59,766.81,,,,,,
山西省,临汾市,2020,3399.5,301.2,,,,,,
山西省,临汾市,2021,,,,,,,,
山西省,临汾市,2022,3103.46,160.57,,,,,,
山西省,临汾市,2023,,,,,,,,
山西省,吕梁市,2000,,,,,,,,
山西省,吕梁市,2001,,2.7,,,,,,
山西省,吕梁市,2002,160,3.2,,,,,,
山西省,吕梁市,2003,130.7,2.91,,,,,,
山西省,吕梁市,2004,205,4.64,,,,,,
山西省,吕梁市,2005,254,8.01,,,,,,
山西省,吕梁市,2006,320,14.75,,,,,,
山西省,吕梁市,2007,359.8,22.33,,,,,,
山西省,吕梁市,2008,438.8,30.73,,,,,,
山西省,吕梁市,2009,506.7,39.2,,,,,,
山西省,吕梁市,2010,652.3,51.04,,,,,,
山西省,吕梁市,2011,969.2,75.74,,,,,,
山西省,吕梁市,2012,1334,108.92,,,,,,
山西省,吕梁市,2013,1688.04,141.04,,,,,,
山西省,吕梁市,2014,2150.1,181.52,,,,,,
山西省,吕梁市,2015,2678,226.94,,,,,,
山西省,吕梁市,2016,3443.8,292.8,,,,,,
山西省,吕梁市,2017,4569.85,389.11,,,,,,
山西省,吕梁市,2018,5848.5,499.46,,,,,,
山西省,吕梁市,2019,6952.11,597.54,,,,,,
山西省,吕梁市,2020,2638.77,232.84,,,,,,
山西省,吕梁市,2021,,,,,,,,
山西省,吕梁市,2022,1700.72,73.91,,,,,,
山西省,吕梁市,2023,,,,,,,,
山西省,大同市,2000,,,,,,,,
山西省,大同市,2001,,11.8,,,,,,
山西省,大同市,2002,350,14.3,,,,,,
山西省,大同市,2003,280.9,10.69,,,,,,
山西省,大同市,2004,597,19.16,,,,,,
山西省,大同市,2005,716,31.36,,,,,,
山西省,大同市,2006,812,44.96,,,,,,
山西省,大同市,2007,920.7,60.03,,,,,,
山西省,大同市,2008,1013.8,75.04,,,,,,
山西省,大同市,2009,1189.7,95.55,,,,,,
山西省,大同市,2010,1369.8,113.24,,,,,,
山西省,大同市,2011,1592.7,130.9,,,,,,
山西省,大同市,2012,1890.3,156.2,,,,,,
山西省,大同市,2013,2324.56,192.9,,,,,,
山西省,大同市,2014,2751.8,236.51,,,,,,
山西省,大同市,2015,3195,278.86,,,,,,
山西省,大同市,2016,4041.5,360.71,,,,,,
山西省,大同市,2017,5383.7,480.32,,,,,,
山西省,大同市,2018,6911,616.93,,,,,,
山西省,大同市,2019,8386.32,758.46,,,,,,
山西省,大同市,2020,3328.8,290.79,,,,,,
山西省,大同市,2021,,,,,,,,
山西省,大同市,2022,3187.62,152.57,,,,,,
山西省,大同市,2023,,,,,,,,
山西省,太原市,2000,,,,,,,,
山西省,太原市,2001,,29.3,,,,,,
山西省,太原市,2002,1037,33.5,,,,,,
山西省,太原市,2003,917.9,31.67,,,,,,
山西省,太原市,2004,1331,48.56,,,,,,
山西省,太原市,2005,1408,76.47,,,,,,
山西省,太原市,2006,1520,105.45,,,,,,
山西省,太原市,2007,1598.8,127.89,,,,,,
山西省,太原市,2008,1692.53,162.23,,,,,,
山西省,太原市,2009,1865.2,186.13,,,,,,
山西省,太原市,2010,1994.53,219.27,,,,,,
山西省,太原市,2011,2427.08,263.55,,,,,,
山西省,太原市,2012,2941.64,339.68,,,,,,
山西省,太原市,2013,3644.73,413.52,,,,,,
山西省,太原市,2014,4176.44,495.33,,,,,,
山西省,太原市,2015,4891.47,583.34,,,,,,
山西省,太原市,2016,5666.17,678.66,,,,,,
山西省,太原市,2017,6757.77,815.72,,,,,,
山西省,太原市,2018,8102.32,985.3,,,,,,
山西省,太原市,2019,9629.59,1163.41,,,,,,
山西省,太原市,2020,3593.5,354.61,,,,,,
山西省,太原市,2021,,,,,,,,
山西省,太原市,2022,6368.44,304.1,,,,,,
山西省,太原市,2023,,,,,,,,
山西省,忻州市,2000,,13.9,,,,,,
山西省,忻州市,2001,,18.7,,,,,,
山西省,忻州市,2002,825,21.3,,,,,,
山西省,忻州市,2003,372,9.9,,,,,,
山西省,忻州市,2004,560,10.69,,,,,,
山西省,忻州市,2005,620,24.98,,,,,,
山西省,忻州市,2006,708,38.29,,,,,,
山西省,忻州市,2007,754,53.31,,,,,,
山西省,忻州市,2008,830.8,69.34,,,,,,
山西省,忻州市,2009,883.2,83.39,,,,,,
山西省,忻州市,2010,1037.5,103.04,,,,,,
山西省,忻州市,2011,1203.2,123.87,,,,,,
山西省,忻州市,2012,1518.3,157.9,,,,,,
山西省,忻州市,2013,1951.63,202.55,,,,,,
山西省,忻州市,2014,2407.5,240.33,,,,,,
山西省,忻州市,2015,2891,282.99,,,,,,
山西省,忻州市,2016,3410.9,326.47,,,,,,
山西省,忻州市,2017,4214.25,407.13,,,,,,
山西省,忻州市,2018,5230.8,502.28,,,,,,
山西省,忻州市,2019,6273.86,612.01,,,,,,
山西省,忻州市,2020,3226.7,281,,,,,,
山西省,忻州市,2021,,,,,,,,
山西省,忻州市,2022,3235.09,152.94,,,,,,
山西省,忻州市,2023,,,,,,,,
山西省,晋中市,2000,,4,,,,,,
山西省,晋中市,2001,,6.68,,,,,,
山西省,晋中市,2002,419,8.81,,,,,,
山西省,晋中市,2003,352.1,8.53,,,,,,
山西省,晋中市,2004,535,13.35,,,,,,
山西省,晋中市,2005,652,23.24,,,,,,
山西省,晋中市,2006,786,35.98,,,,,,
山西省,晋中市,2007,882.9,50.95,,,,,,
山西省,晋中市,2008,984.4,63.48,,,,,,
山西省,晋中市,2009,1118.2,87.12,,,,,,
山西省,晋中市,2010,1349.7,109.35,,,,,,
山西省,晋中市,2011,1557.1,130.58,,,,,,
山西省,晋中市,2012,2450.1,209.6,,,,,,
山西省,晋中市,2013,3288.18,293.98,,,,,,
山西省,晋中市,2014,4003.9,401.68,,,,,,
山西省,晋中市,2015,5018,506.56,,,,,,
山西省,晋中市,2016,6335.1,650.75,,,,,,
山西省,晋中市,2017,7927.63,815.6,,,,,,
山西省,晋中市,2018,9789.4,1004.33,,,,,,
山西省,晋中市,2019,11590.6,1178.01,,,,,,
山西省,晋中市,2020,4472.7,407.74,,,,,,
山西省,晋中市,2021,,,,,,,,
山西省,晋中市,2022,4009.97,181.98,,,,,,
山西省,晋中市,2023,,,,,,,,
山西省,晋城市,2000,,,,,,,,
山西省,晋城市,2001,,5.1,,,,,,
山西省,晋城市,2002,270,6.1,,,,,,
山西省,晋城市,2003,219,5.11,,,,,,
山西省,晋城市,2004,425,8.96,,,,,,
山西省,晋城市,2005,554,19.95,,,,,,
山西省,晋城市,2006,652,33.33,,,,,,
山西省,晋城市,2007,706.2,46.3,,,,,,
山西省,晋城市,2008,776.9,56.15,,,,,,
山西省,晋城市,2009,875.9,62.95,,,,,,
山西省,晋城市,2010,1046.6,75.46,,,,,,
山西省,晋城市,2011,1167,89.12,,,,,,
山西省,晋城市,2012,1686.9,149.88,,,,,,
山西省,晋城市,2013,2166.25,195.32,,,,,,
山西省,晋城市,2014,2715,241.96,,,,,,
山西省,晋城市,2015,3244,294.54,,,,,,
山西省,晋城市,2016,3885.3,356.24,,,,,,
山西省,晋城市,2017,4848.32,444.08,,,,,,
山西省,晋城市,2018,6079.7,556.79,,,,,,
山西省,晋城市,2019,7326.76,668.21,,,,,,
山西省,晋城市,2020,3264.88,289.26,,,,,,
山西省,晋城市,2021,,,,,,,,
山西省,晋城市,2022,2958.9,112.09,,,,,,
山西省,晋城市,2023,,,,,,,,
山西省,朔州市,2000,,,,,,,,
山西省,朔州市,2001,,2.4,,,,,,
山西省,朔州市,2002,90,2.5,,,,,,
山西省,朔州市,2003,47,2,,,,,,
山西省,朔州市,2004,104,1.89,,,,,,
山西省,朔州市,2005,176,4.88,,,,,,
山西省,朔州市,2006,216,9.08,,,,,,
山西省,朔州市,2007,264.6,15.11,,,,,,
山西省,朔州市,2008,299.1,18.83,,,,,,
山西省,朔州市,2009,354.6,26.37,,,,,,
山西省,朔州市,2010,430.6,36.03,,,,,,
山西省,朔州市,2011,536.9,47.24,,,,,,
山西省,朔州市,2012,675,63.38,,,,,,
山西省,朔州市,2013,886.5,82.52,,,,,,
山西省,朔州市,2014,1148.2,109.17,,,,,,
山西省,朔州市,2015,1416,133.43,,,,,,
山西省,朔州市,2016,1717,160.57,,,,,,
山西省,朔州市,2017,2213.99,203.79,,,,,,
山西省,朔州市,2018,2912.8,261.08,,,,,,
山西省,朔州市,2019,3538.24,316.24,,,,,,
山西省,朔州市,2020,2038.7,138.61,,,,,,
山西省,朔州市,2021,,,,,,,,
山西省,朔州市,2022,784.37,30.7,,,,,,
山西省,朔州市,2023,,,,,,,,
山西省,运城市,2000,251.2,,,,,,,
山西省,运城市,2001,308.9,7.2,,,,,,
山西省,运城市,2002,439,10.3,,,,,,
山西省,运城市,2003,380,8.8,,,,,,
山西省,运城市,2004,520,13.7,,,,,,
山西省,运城市,2005,580,27.61,,,,,,
山西省,运城市,2006,708.3,38.92,,,,,,
山西省,运城市,2007,1045.2,56.04,,,,,,
山西省,运城市,2008,1149.3,71.71,,,,,,
山西省,运城市,2009,1265.8,85.4,,,,,,
山西省,运城市,2010,1570,101.17,,,,,,
山西省,运城市,2011,1931.5,123.77,,,,,,
山西省,运城市,2012,2378.9,163.4,,,,,,
山西省,运城市,2013,2889.4,209.69,,,,,,
山西省,运城市,2014,3464.8,268.29,,,,,,
山西省,运城市,2015,4035.8,326.38,,,,,,
山西省,运城市,2016,5321.6,433.82,,,,,,
山西省,运城市,2017,6704.2,555.87,,,,,,
山西省,运城市,2018,8355.5,705.24,,,,,,
山西省,运城市,2019,9768.2,830.3,,,,,,
山西省,运城市,2020,2634.3,231.79,,,,,,
山西省,运城市,2021,3074.3,86,,,,,,
山西省,运城市,2022,2975.82,125.57,,,,,,
山西省,运城市,2023,,,,,,,,
山西省,长治市,2000,,,,,,,,
山西省,长治市,2001,,6.9,,,,,,
山西省,长治市,2002,345,8,,,,,,
山西省,长治市,2003,304,7.2,,,,,,
山西省,长治市,2004,488,11.98,,,,,,
山西省,长治市,2005,537,26.6,,,,,,
山西省,长治市,2006,591,35.61,,,,,,
山西省,长治市,2007,627.3,46.4,,,,,,
山西省,长治市,2008,690.2,61.33,,,,,,
山西省,长治市,2009,889.1,74.56,,,,,,
山西省,长治市,2010,1050.6,88.77,,,,,,
山西省,长治市,2011,1270.6,124.66,,,,,,
山西省,长治市,2012,1640.1,164.52,,,,,,
山西省,长治市,2013,2148.59,209.41,,,,,,
山西省,长治市,2014,2691.2,263.84,,,,,,
山西省,长治市,2015,3261,319.96,,,,,,
山西省,长治市,2016,3751,368.18,,,,,,
山西省,长治市,2017,4808.42,460.22,,,,,,
山西省,长治市,2018,6019,576.14,,,,,,
山西省,长治市,2019,6803.47,688.26,,,,,,
山西省,长治市,2020,3290.7,271.22,,,,,,
山西省,长治市,2021,,,,,,,,
山西省,长治市,2022,3096.34,112.65,,,,,,
山西省,长治市,2023,,,,,,,,
山西省,阳泉市,2000,,,,,,,,
山西省,阳泉市,2001,,3.6,,,,,,
山西省,阳泉市,2002,141,4,,,,,,
山西省,阳泉市,2003,124.9,3.89,,,,,,
山西省,阳泉市,2004,248,6.77,,,,,,
山西省,阳泉市,2005,358,15.36,,,,,,
山西省,阳泉市,2006,434,24.98,,,,,,
山西省,阳泉市,2007,533.3,33.03,,,,,,
山西省,阳泉市,2008,586.7,44.93,,,,,,
山西省,阳泉市,2009,673.8,46.79,,,,,,
山西省,阳泉市,2010,823,57.53,,,,,,
山西省,阳泉市,2011,954.3,75.84,,,,,,
山西省,阳泉市,2012,1178.9,94.92,,,,,,
山西省,阳泉市,2013,1483,119.89,,,,,,
山西省,阳泉市,2014,1816.8,149.22,,,,,,
山西省,阳泉市,2015,2202,181.89,,,,,,
山西省,阳泉市,2016,2733.3,225.63,,,,,,
山西省,阳泉市,2017,5306,283.84,,,,,,
山西省,阳泉市,2018,4252,359.01,,,,,,
山西省,阳泉市,2019,4863,420.1,,,,,,
山西省,阳泉市,2020,1363.47,120.65,,,,,,
山西省,阳泉市,2021,,,,,,,,
山西省,阳泉市,2022,1676.19,45.91,,,,,,
山西省,阳泉市,2023,,,,,,,,
广东省,东莞市,2000,,26.68,,,,,,
广东省,东莞市,2001,244.97,27.78,,,,,,
广东省,东莞市,2002,534.43,28.63,,,,,,
广东省,东莞市,2003,638.83,68.49,,,,,,
广东省,东莞市,2004,589,66.32,,,,,,
广东省,东莞市,2005,592,67.41,,,,,,
广东省,东莞市,2006,784.07,69.57,,,,,,
广东省,东莞市,2007,960.06,86.34,,,,,,
广东省,东莞市,2008,994.32,96.99,,,,,,
广东省,东莞市,2009,1191.06,116.14,,,,,,
广东省,东莞市,2010,139,145.38,,,,,,
广东省,东莞市,2011,167,190.25,,,,,,
广东省,东莞市,2012,168,226.17,,,,,,
广东省,东莞市,2013,144,256.65,,,,,,
广东省,东莞市,2014,131,277.82,,,,,,
广东省,东莞市,2015,124.64,297.79,,,,,,
广东省,东莞市,2016,131.31,342.23,,,,,,
广东省,东莞市,2017,146.95,381.15,,,,,,
广东省,东莞市,2018,148.76,421.5,,,,,,
广东省,东莞市,2019,156.06,464.23,,,,,,
广东省,东莞市,2020,36.63,350.56,,,,,,
广东省,东莞市,2021,70.25,370.99,,,,,,
广东省,东莞市,2022,41.73,300.94,,,,,,
广东省,东莞市,2023,,,,,,,,
广东省,中山市,2000,,26.83,,,,,,
广东省,中山市,2001,,30.94,,,,,,
广东省,中山市,2002,345.6,37.75,,,,,,
广东省,中山市,2003,332,33.69,,,,,,
广东省,中山市,2004,368,40.1,,,,,,
广东省,中山市,2005,404,48.06,,,,,,
广东省,中山市,2006,421,58.11,,,,,,
广东省,中山市,2007,442,69.53,,,,,,
广东省,中山市,2008,463,81.45,,,,,,
广东省,中山市,2009,504,96.3,,,,,,
广东省,中山市,2010,540,106.42,,,,,,
广东省,中山市,2011,605,135.35,,,,,,
广东省,中山市,2012,744,166.81,,,,,,
广东省,中山市,2013,808,183.21,,,,,,
广东省,中山市,2014,842,180.65,,,,,,
广东省,中山市,2015,927,209.02,,,,,,
广东省,中山市,2016,1056,228.94,,,,,,
广东省,中山市,2017,1267,263.55,,,,,,
广东省,中山市,2018,1334,276.09,,,,,,
广东省,中山市,2019,1413,282.69,,,,,,
广东省,中山市,2020,810,118.71,,,,,,
广东省,中山市,2021,775.682,128.52,,,,,,
广东省,中山市,2022,505.067,89.09,,,,,,
广东省,中山市,2023,,,,,,,,
广东省,云浮市,2000,,11.13,,,,,,
广东省,云浮市,2001,,11.21,,,,,,
广东省,云浮市,2002,130.2,13.18,,,,,,
广东省,云浮市,2003,149.1,11.89,,,,,,
广东省,云浮市,2004,126,13.77,,,,,,
广东省,云浮市,2005,141,15.31,,,,,,
广东省,云浮市,2006,229,23.68,,,,,,
广东省,云浮市,2007,288.67,29.687,,,,,,
广东省,云浮市,2008,322,33.0774,,,,,,
广东省,云浮市,2009,362.1,37.2046,,,,,,
广东省,云浮市,2010,448.7,46.97,,,,,,
广东省,云浮市,2011,594,84.78,,,,,,
广东省,云浮市,2012,834.5,123.02,,,,,,
广东省,云浮市,2013,1028.04,155.72,,,,,,
广东省,云浮市,2014,1210,194.27,,,,,,
广东省,云浮市,2015,1310.2,211.86,,,,,,
广东省,云浮市,2016,1418.4,230.09,,,,,,
广东省,云浮市,2017,2512.83,254.2,,,,,,
广东省,云浮市,2018,1641.56,282.98,,,,,,
广东省,云浮市,2019,1816.67,341.43,,,,,,
广东省,云浮市,2020,1098.6,219.71,,,,,,
