source,target,value
重庆,四川,990028.4866999999
北京,河北,647589.2689
上海,江苏,476072.59670000005
咸阳,西安,354944.3391
天津,河北,322760.1842000001
上海,浙江,284299.4864
渭南,西安,237731.02300000004
南京,安徽,233739.22310000006
佛山,广州,233282.9837
重庆,贵州,185297.5669
孝感,武汉,185010.36549999999
德阳,成都,183316.82385
苏州,上海,181503.07244999998
眉山,成都,176768.1046
惠州,深圳,173061.46889999998
广安,重庆,170009.74919999996
成都,重庆,167651.3053
廊坊,北京,166943.89865000002
曲靖,昆明,166911.97384999998
资阳,成都,159782.19785
